candidate_id;candidate_num_rows;candidate_cost;candidate_seq_len;time_discovered_minutes;num_of_traj_points;num_of_elements;run_simulation;dataset
21;5;-3;2;0.04035311333336722;15;28;0;Top 10 users
22;4;-2;2;0.04219551166667467;14;28;0;Top 10 users
23;34;-29;2;0.04427075000003242;80;28;0;Top 10 users
24;37;-27;2;0.04652934666670869;110;28;0;Top 10 users
25;20;-14;2;0.048485311666687875;50;28;0;Top 10 users
26;14;-10;3;0.05117832333338204;53;28;0;Top 10 users
27;22;-18;2;0.05327687000002091;70;28;0;Top 10 users
28;7;-7;3;0.05530768000001748;34;28;0;Top 10 users
29;8;-5;2;0.057296441666706714;18;28;0;Top 10 users
30;8;-5;2;0.05931664333335599;25;28;0;Top 10 users
31;2;-1;3;0.06177677333337973;11;28;0;Top 10 users
32;11;-12;3;0.064859346666708;49;28;0;Top 10 users
33;7;-4;2;0.0671499266666918;23;28;0;Top 10 users
34;14;-9;2;0.06922822000002876;47;28;0;Top 10 users
35;42;-33;2;0.07155879000001733;104;28;0;Top 10 users
36;8;-3;2;0.07370331000001898;24;28;0;Top 10 users
37;4;-1;2;0.0757928700000169;10;28;0;Top 10 users
38;10;-5;2;0.07804517999999613;31;28;0;Top 10 users
39;9;-2;2;0.08056382333337145;27;28;0;Top 10 users
40;18;-21;3;0.08345262500000293;69;28;0;Top 10 users
41;13;-5;2;0.08573750333337861;43;28;0;Top 10 users
42;3;-4;4;0.08974495666667887;14;28;0;Top 10 users
43;12;-20;3;0.0921109700000064;42;28;0;Top 10 users
44;8;-4;2;0.09450340000003052;27;28;0;Top 10 users
45;6;-1;2;0.09703896500001671;20;28;0;Top 10 users
46;17;-11;2;0.09913101333337787;52;28;0;Top 10 users
47;4;-1;3;0.10210545500000687;22;28;0;Top 10 users
48;5;-2;2;0.10629287166666472;15;28;0;Top 10 users
49;2;-1;3;0.11059933833336497;10;28;0;Top 10 users
50;7;-2;2;0.11466276333333857;25;28;0;Top 10 users
51;13;-1;2;0.11821682333338686;43;28;0;Top 10 users
52;14;-6;2;0.12189341500003745;35;28;0;Top 10 users
53;6;-8;3;0.12614564499999686;26;28;0;Top 10 users
54;3;-3;3;0.130087596666696;11;28;0;Top 10 users
55;3;-1;2;0.13454323166667262;9;28;0;Top 10 users
56;13;-44;5;0.14047028166666375;94;28;0;Top 10 users
57;10;-1;2;0.1451334483333388;35;28;0;Top 10 users
58;5;-18;6;0.15155885166671698;45;28;0;Top 10 users
59;24;-17;3;0.1569296433333875;85;28;0;Top 10 users
60;4;-2;2;0.1609205650000149;11;28;0;Top 10 users
61;30;-21;2;0.16522141500002666;85;28;0;Top 10 users
62;23;-17;2;0.16942051833333002;55;28;0;Top 10 users
63;13;-16;3;0.17465143000002475;59;28;0;Top 10 users
64;13;-4;2;0.1788995150000119;42;28;0;Top 10 users
65;6;-5;3;0.18393581166668202;28;28;0;Top 10 users
66;5;-2;2;0.1884052266666913;12;28;0;Top 10 users
67;5;-3;2;0.1929582383333885;17;28;0;Top 10 users
68;3;-4;4;0.20017716833335725;16;28;0;Top 10 users
69;5;-1;2;0.20586376000004142;12;28;0;Top 10 users
70;17;-8;2;0.21209236833334824;49;28;0;Top 10 users
71;16;-15;3;0.21770494333334986;50;28;0;Top 10 users
72;12;-3;2;0.22472486166667902;36;28;0;Top 10 users
73;3;-2;3;0.2321078516667209;10;28;0;Top 10 users
74;9;-14;4;0.24014358999999483;41;28;0;Top 10 users
75;12;-3;2;0.24800871500004482;39;28;0;Top 10 users
76;6;-1;2;0.25605245000000043;21;28;0;Top 10 users
77;3;-1;2;0.2640468766666648;9;28;0;Top 10 users
78;5;-2;2;0.272263791666713;15;28;0;Top 10 users
79;26;-17;2;0.28103658166667933;69;28;0;Top 10 users
80;19;-6;2;0.2889630716666943;59;28;0;Top 10 users
81;11;-4;2;0.29730204833334334;30;28;0;Top 10 users
82;6;-2;2;0.3048596216667041;19;28;0;Top 10 users
83;9;-4;2;0.31336994500003734;31;28;0;Top 10 users
84;5;-3;2;0.32120837166670146;17;28;0;Top 10 users
85;6;-3;2;0.32977864999999534;21;28;0;Top 10 users
86;4;-2;2;0.33877706500000687;14;28;0;Top 10 users
87;13;-7;2;0.34746408000003914;44;28;0;Top 10 users
88;6;-2;2;0.3560571600000306;20;28;0;Top 10 users
89;3;-1;2;0.36397167000001596;12;28;0;Top 10 users
90;5;-2;2;0.3722452766667023;16;28;0;Top 10 users
91;5;-2;2;0.38042715166666313;16;28;0;Top 10 users
92;3;-1;2;0.38888726500002424;11;28;0;Top 10 users
93;7;-8;4;0.3989085716667129;48;28;0;Top 10 users
94;2;-1;3;0.4090885433333824;6;28;0;Top 10 users
95;3;-2;4;0.4197773850000279;15;28;0;Top 10 users
96;7;-4;2;0.43076211000000814;19;28;0;Top 10 users
97;4;-2;2;0.44265617666666607;9;28;0;Top 10 users
98;6;-1;2;0.4546654583333293;20;28;0;Top 10 users
99;3;-1;2;0.46842568833338494;9;28;0;Top 10 users
100;7;-5;2;0.48134103500002917;25;28;0;Top 10 users
101;9;-3;2;0.4928846033333684;22;28;0;Top 10 users
102;7;-14;5;0.5105895550000544;45;28;0;Top 10 users
103;3;-1;2;0.527206133333372;9;28;0;Top 10 users
104;9;-3;2;0.5447485883333381;28;28;0;Top 10 users
105;3;-1;2;0.5641559083333656;8;28;0;Top 10 users
106;3;-2;3;0.5849030100000163;11;28;0;Top 10 users
107;2;-2;4;0.6070182916667061;12;28;0;Top 10 users
108;3;-1;2;0.6313874050000474;7;28;0;Top 10 users
109;5;-2;2;0.6549741366667149;15;28;0;Top 10 users
110;4;-2;2;0.6805363183333611;14;28;0;Top 10 users
111;2;-1;3;0.7054444650000126;9;28;0;Top 10 users
112;4;-4;3;0.7359221949999968;17;28;0;Top 10 users
1;22;-41;3;0.0032277099999798034;83;43;0;Top 10 users
2;15;-19;3;0.005605898333305959;58;43;0;Top 10 users
3;36;-30;2;0.007083090000014636;103;43;0;Top 10 users
4;4;-3;4;0.009794481666661643;26;43;0;Top 10 users
5;8;-27;5;0.015244291666628365;51;43;0;Top 10 users
6;5;-9;4;0.01925383666663644;29;43;0;Top 10 users
7;3;-3;3;0.021732878333326273;14;43;0;Top 10 users
8;12;-14;3;0.024724514999979873;59;43;0;Top 10 users
9;8;-8;3;0.027036923333313704;44;43;0;Top 10 users
10;3;-8;6;0.03090009333330575;27;43;0;Top 10 users
11;12;-3;2;0.03260271333329001;36;43;0;Top 10 users
12;4;-1;2;0.034519238333329365;12;43;0;Top 10 users
13;19;-12;2;0.03659582000000228;52;43;0;Top 10 users
14;10;-11;3;0.03871470499998395;44;43;0;Top 10 users
15;5;-1;2;0.04049451833331356;13;43;0;Top 10 users
16;12;-13;3;0.04339878833331265;57;43;0;Top 10 users
17;19;-21;3;0.04654446333333908;84;43;0;Top 10 users
18;5;-2;2;0.04856759666666524;19;43;0;Top 10 users
19;17;-26;5;0.053862988333336644;99;43;0;Top 10 users
20;17;-5;2;0.05614072333331326;53;43;0;Top 10 users
21;19;-14;3;0.058956115000000864;79;43;0;Top 10 users
22;15;-21;3;0.06318060666665891;64;43;0;Top 10 users
23;5;-3;2;0.0660522199999832;15;43;0;Top 10 users
24;4;-2;2;0.0688589533333167;14;43;0;Top 10 users
25;34;-29;2;0.07179847833334255;80;43;0;Top 10 users
26;37;-27;2;0.0751795166666246;110;43;0;Top 10 users
27;20;-14;2;0.07858892833331386;50;43;0;Top 10 users
28;14;-10;3;0.08273672333331585;53;43;0;Top 10 users
29;22;-18;2;0.08616373333334196;70;43;0;Top 10 users
30;7;-7;3;0.0892643149999761;34;43;0;Top 10 users
31;8;-5;2;0.09236895666666291;18;43;0;Top 10 users
32;8;-5;2;0.09551142499997999;25;43;0;Top 10 users
33;2;-1;3;0.0990906349999932;11;43;0;Top 10 users
34;10;-1;2;0.10202983166667158;30;43;0;Top 10 users
35;7;-4;2;0.10517067999996167;23;43;0;Top 10 users
36;14;-10;2;0.10819415833332945;47;43;0;Top 10 users
37;42;-33;2;0.11123374666664555;104;43;0;Top 10 users
38;11;-11;3;0.11552648999998685;49;43;0;Top 10 users
39;8;-3;2;0.11855206166668115;24;43;0;Top 10 users
40;9;-2;2;0.12198863166662098;27;43;0;Top 10 users
41;4;-1;2;0.12488493333330553;10;43;0;Top 10 users
42;18;-21;3;0.12918986499995905;69;43;0;Top 10 users
43;10;-5;2;0.13241844833331318;31;43;0;Top 10 users
44;13;-5;2;0.13585376999999427;43;43;0;Top 10 users
45;12;-20;3;0.1394392933333317;42;43;0;Top 10 users
46;3;-4;4;0.1450423366666655;14;43;0;Top 10 users
47;17;-11;2;0.14880565666662732;52;43;0;Top 10 users
48;8;-3;2;0.15237333833332134;27;43;0;Top 10 users
49;7;-6;3;0.15691505333331104;31;43;0;Top 10 users
50;5;-2;2;0.1608462000000145;15;43;0;Top 10 users
51;2;-1;3;0.16589830833333205;10;43;0;Top 10 users
52;6;-4;3;0.17043929666663946;34;43;0;Top 10 users
53;4;-3;3;0.17502078166665644;23;43;0;Top 10 users
54;3;-1;3;0.17870355499999277;12;43;0;Top 10 users
55;6;-8;3;0.182340838333342;26;43;0;Top 10 users
56;14;-6;2;0.18595791499998693;35;43;0;Top 10 users
57;3;-3;3;0.19187526333328908;11;43;0;Top 10 users
58;3;-1;2;0.19672840666662522;9;43;0;Top 10 users
59;13;-44;5;0.20296378500000475;94;43;0;Top 10 users
60;5;-2;2;0.2085635416666264;16;43;0;Top 10 users
61;5;-2;2;0.21427700333333632;19;43;0;Top 10 users
62;5;-2;2;0.220197086666667;14;43;0;Top 10 users
63;3;-1;2;0.2261783266666801;10;43;0;Top 10 users
64;10;-1;2;0.23303601833334445;35;43;0;Top 10 users
65;15;-37;4;0.24060446166665012;65;43;0;Top 10 users
66;4;-3;3;0.2488716016666634;13;43;0;Top 10 users
67;6;-6;3;0.2574070566666705;28;43;0;Top 10 users
68;4;-2;2;0.26416078999997505;11;43;0;Top 10 users
69;5;-3;2;0.2708249483333323;17;43;0;Top 10 users
70;15;-19;3;0.2783308749999681;69;43;0;Top 10 users
71;23;-17;2;0.2848503683332941;55;43;0;Top 10 users
72;5;-16;6;0.29474936833333537;45;43;0;Top 10 users
73;7;-7;3;0.3013425933332959;33;43;0;Top 10 users
74;5;-1;2;0.3094415033333159;18;43;0;Top 10 users
75;4;-5;3;0.3169577533333116;18;43;0;Top 10 users
76;11;-3;2;0.32427589833332604;36;43;0;Top 10 users
77;5;-1;2;0.3316009733332976;17;43;0;Top 10 users
78;13;-4;2;0.33808750999996845;42;43;0;Top 10 users
79;9;-14;4;0.34609422999995637;43;43;0;Top 10 users
80;17;-8;2;0.35320381166663234;49;43;0;Top 10 users
81;5;-2;2;0.3599570933333477;12;43;0;Top 10 users
82;5;-1;2;0.36668849999999414;12;43;0;Top 10 users
83;17;-4;2;0.37454945500000275;35;43;0;Top 10 users
84;16;-15;3;0.38159689666663327;50;43;0;Top 10 users
85;6;-1;2;0.3892988866666807;22;43;0;Top 10 users
86;6;-6;3;0.3984573283333399;26;43;0;Top 10 users
87;3;-2;3;0.40989263499996015;10;43;0;Top 10 users
88;9;-14;4;0.4214021683333461;41;43;0;Top 10 users
89;6;-3;2;0.4326551800000137;19;43;0;Top 10 users
90;12;-3;2;0.44278990500000265;39;43;0;Top 10 users
91;4;-2;2;0.45375629999998635;11;43;0;Top 10 users
92;10;-2;2;0.45989360333333024;31;43;0;Top 10 users
93;7;-1;2;0.471008403333326;20;43;0;Top 10 users
94;8;-2;2;0.4823159116666526;21;43;0;Top 10 users
95;5;-2;2;0.49240469666662345;15;43;0;Top 10 users
96;6;-3;2;0.502839173333329;19;43;0;Top 10 users
97;3;-1;2;0.5133416149999903;12;43;0;Top 10 users
98;19;-4;2;0.5239684550000069;59;43;0;Top 10 users
99;11;-4;2;0.5342950183333112;30;43;0;Top 10 users
100;4;-1;2;0.5458022749999751;9;43;0;Top 10 users
101;6;-1;2;0.5576835333333292;21;43;0;Top 10 users
102;9;-5;2;0.5701745166666418;31;43;0;Top 10 users
103;3;-1;2;0.5827092416666346;9;43;0;Top 10 users
104;6;-3;2;0.5949523533333073;20;43;0;Top 10 users
105;14;-1;2;0.6080367283332938;46;43;0;Top 10 users
106;7;-3;2;0.6220268050000111;27;43;0;Top 10 users
107;4;-2;2;0.6351755466666267;13;43;0;Top 10 users
108;4;-1;2;0.6475916483333397;14;43;0;Top 10 users
109;26;-11;2;0.6606800866666769;69;43;0;Top 10 users
110;4;-2;2;0.6747464116666378;14;43;0;Top 10 users
111;3;-2;4;0.6914196683333406;15;43;0;Top 10 users
112;5;-1;2;0.7062855283333193;12;43;0;Top 10 users
113;3;-1;2;0.7215593566666333;12;43;0;Top 10 users
114;5;-3;2;0.7359989666666782;16;43;0;Top 10 users
115;3;-1;2;0.7521967816666801;11;43;0;Top 10 users
116;5;-2;2;0.766260681666669;17;43;0;Top 10 users
117;8;-1;2;0.7804946016666388;26;43;0;Top 10 users
118;2;-1;3;0.7951962083333153;9;43;0;Top 10 users
119;8;-8;3;0.8118773033333128;29;43;0;Top 10 users
120;8;-1;2;0.826520999999957;27;43;0;Top 10 users
121;13;-3;2;0.8404570666666283;44;43;0;Top 10 users
122;5;-1;2;0.8552345133333196;18;43;0;Top 10 users
123;3;-1;2;0.8707793283333255;11;43;0;Top 10 users
124;6;-7;4;0.887874226666645;39;43;0;Top 10 users
125;6;-2;4;0.9062273316666809;24;43;0;Top 10 users
126;3;-1;2;0.921831884999968;12;43;0;Top 10 users
127;7;-5;2;0.9386275616666656;25;43;0;Top 10 users
128;2;-1;3;0.9600213149999642;9;43;0;Top 10 users
129;6;-1;2;0.9793116099999679;23;43;0;Top 10 users
130;9;-3;2;10.003.301.283.333.100;22;43;0;Top 10 users
131;7;-4;2;10.246.666.133.333.400;19;43;0;Top 10 users
132;3;-1;2;1.048.498.864.999.960;10;43;0;Top 10 users
133;4;-1;2;10.730.300.350.000.100;12;43;0;Top 10 users
134;4;-1;2;10.970.450.499.999.600;15;43;0;Top 10 users
135;8;-2;2;11.234.732.816.666.400;27;43;0;Top 10 users
136;3;-1;2;11.497.211.283.332.900;9;43;0;Top 10 users
137;3;-1;2;1.176.727.938.333.290;12;43;0;Top 10 users
138;3;-1;2;1.203.834.061.666.620;9;43;0;Top 10 users
139;4;-2;2;1.231.412.618.333.340;14;43;0;Top 10 users
140;5;-3;2;12.599.577.866.666.200;18;43;0;Top 10 users
141;9;-3;2;1.295.000.029.999.990;28;43;0;Top 10 users
142;6;-1;2;13.329.046.083.332.800;20;43;0;Top 10 users
143;7;-3;2;13.688.566.833.333.100;24;43;0;Top 10 users
144;3;-1;2;14.064.450.199.999.500;8;43;0;Top 10 users
145;4;-1;2;14.442.602.966.666.500;16;43;0;Top 10 users
146;10;-3;2;1.483.108.533.333.320;36;43;0;Top 10 users
147;5;-2;2;15.245.903.583.333.200;15;43;0;Top 10 users
148;9;-2;2;15.681.206.699.999.700;28;43;0;Top 10 users
149;3;-1;2;16.130.778.483.333.400;7;43;0;Top 10 users
150;4;-4;3;1.659.617.414.999.950;17;43;0;Top 10 users
151;2;-1;3;17.169.720.016.666.600;9;43;0;Top 10 users
152;10;-3;2;1.774.481.746.666.660;30;43;0;Top 10 users
153;4;-2;2;18.318.798.866.666.200;14;43;0;Top 10 users
154;8;-2;2;18.946.084.383.333.000;28;43;0;Top 10 users
155;5;-3;2;19.648.761.033.333.300;13;43;0;Top 10 users
156;8;-6;2;2.042.981.834.999.950;28;43;0;Top 10 users
157;3;-1;3;2.124.709.078.333.330;9;43;0;Top 10 users
158;7;-2;2;2.214.385.288.333.320;27;43;0;Top 10 users
159;2;-1;4;23.092.703.399.999.600;15;43;0;Top 10 users
1;22;-41;3;0.0038006216666569043;83;58;0;Top 10 users
2;15;-19;3;0.006894003333339545;58;58;0;Top 10 users
3;36;-30;2;0.008799656666633382;103;58;0;Top 10 users
4;4;-3;4;0.012006073333335128;26;58;0;Top 10 users
5;8;-27;5;0.019107573333288504;51;58;0;Top 10 users
6;5;-9;4;0.023850631666634096;29;58;0;Top 10 users
7;3;-3;3;0.027193731666617774;14;58;0;Top 10 users
8;12;-14;3;0.03024489666665128;59;58;0;Top 10 users
9;8;-8;3;0.0328895799999979;44;58;0;Top 10 users
10;3;-8;6;0.038058920000003126;27;58;0;Top 10 users
11;12;-3;2;0.04010182499999549;36;58;0;Top 10 users
12;4;-1;2;0.04215384666664856;12;58;0;Top 10 users
13;19;-12;2;0.04441336166661737;52;58;0;Top 10 users
14;10;-11;3;0.04663140499997098;44;58;0;Top 10 users
15;5;-1;2;0.04896493166664489;13;58;0;Top 10 users
16;12;-13;3;0.05273391166665533;57;58;0;Top 10 users
17;19;-21;3;0.05628788499998336;84;58;0;Top 10 users
18;5;-2;2;0.058534938333286844;19;58;0;Top 10 users
19;17;-26;5;0.06538301166662373;99;58;0;Top 10 users
20;5;-6;3;0.06840419000000111;22;58;0;Top 10 users
21;19;-14;3;0.07213473333328389;79;58;0;Top 10 users
22;5;-5;3;0.07697708666661734;26;58;0;Top 10 users
23;15;-21;3;0.08264337999996012;64;58;0;Top 10 users
24;5;-3;2;0.08641890333328775;15;58;0;Top 10 users
25;4;-2;2;0.09038000999995953;14;58;0;Top 10 users
26;34;-29;2;0.09443520999999842;80;58;0;Top 10 users
27;37;-27;2;0.09833004499996605;110;58;0;Top 10 users
28;20;-14;2;0.10216038499996406;50;58;0;Top 10 users
29;14;-10;3;0.10843801999999414;53;58;0;Top 10 users
30;22;-18;2;0.11258927833332563;70;58;0;Top 10 users
31;7;-7;3;0.1167808300000009;34;58;0;Top 10 users
32;8;-5;2;0.12092106333329866;18;58;0;Top 10 users
33;8;-5;2;0.12508130333329368;25;58;0;Top 10 users
34;2;-1;3;0.12943895166663424;11;58;0;Top 10 users
35;10;-1;2;0.13340764333333938;30;58;0;Top 10 users
36;7;-4;2;0.13757107833328822;23;58;0;Top 10 users
37;14;-10;2;0.1416629549999925;47;58;0;Top 10 users
38;42;-33;2;0.14612881333329522;104;58;0;Top 10 users
39;11;-11;3;0.15176434833332073;49;58;0;Top 10 users
40;8;-3;2;0.15580471666665593;24;58;0;Top 10 users
41;9;-2;2;0.15998819833330344;27;58;0;Top 10 users
42;4;-1;2;0.16402157166667167;10;58;0;Top 10 users
43;11;-15;4;0.16994147333328632;60;58;0;Top 10 users
44;10;-5;2;0.17428633666665216;31;58;0;Top 10 users
45;13;-5;2;0.1785306066666332;43;58;0;Top 10 users
46;12;-20;3;0.18289550666662155;42;58;0;Top 10 users
47;5;-3;2;0.18731220999998185;15;58;0;Top 10 users
48;3;-5;4;0.19377762499995393;17;58;0;Top 10 users
49;17;-10;2;0.19811912333328413;52;58;0;Top 10 users
50;8;-15;4;0.20640994499996548;52;58;0;Top 10 users
51;8;-1;2;0.21072385999996185;27;58;0;Top 10 users
52;5;-3;4;0.21689761333333687;28;58;0;Top 10 users
53;2;-1;3;0.22328105999998418;10;58;0;Top 10 users
54;3;-1;3;0.228125869999955;12;58;0;Top 10 users
55;4;-3;3;0.23317282833328742;23;58;0;Top 10 users
56;6;-8;3;0.2378032066666492;26;58;0;Top 10 users
57;14;-6;2;0.24243728499999026;35;58;0;Top 10 users
58;3;-3;3;0.2486393966666583;11;58;0;Top 10 users
59;7;-6;3;0.25466870333330005;31;58;0;Top 10 users
60;3;-1;2;0.25899721833332784;9;58;0;Top 10 users
61;2;-1;3;0.26504350833329227;11;58;0;Top 10 users
62;13;-44;5;0.27142558833329533;94;58;0;Top 10 users
63;8;-12;3;0.2776862949999971;35;58;0;Top 10 users
64;5;-2;2;0.2828860816666444;16;58;0;Top 10 users
65;10;-2;2;0.28862566999996486;31;58;0;Top 10 users
66;7;-3;2;0.29451030166662046;17;58;0;Top 10 users
67;3;-1;2;0.30052558000000623;11;58;0;Top 10 users
68;5;-2;2;0.306306806666665;19;58;0;Top 10 users
69;5;-2;2;0.3140462149999924;14;58;0;Top 10 users
70;10;-2;2;0.32109958833328467;35;58;0;Top 10 users
71;4;-3;4;0.33127638666665005;24;58;0;Top 10 users
72;4;-1;2;0.34011586666662574;14;58;0;Top 10 users
73;15;-37;4;0.34865982333334006;65;58;0;Top 10 users
74;4;-3;3;0.35989957999997085;13;58;0;Top 10 users
75;4;-2;2;0.3695022516666237;11;58;0;Top 10 users
76;30;-21;2;0.37870990666663906;85;58;0;Top 10 users
77;6;-6;3;0.38934682833332773;28;58;0;Top 10 users
78;23;-17;2;0.3986421850000018;55;58;0;Top 10 users
79;5;-16;6;0.4121351983333322;45;58;0;Top 10 users
80;5;-1;2;0.423101973333299;18;58;0;Top 10 users
81;4;-5;3;0.43330256833329867;18;58;0;Top 10 users
82;13;-4;2;0.44279813166661675;42;58;0;Top 10 users
83;13;-14;3;0.4539937933333325;59;58;0;Top 10 users
84;5;-1;2;0.4643590199999987;17;58;0;Top 10 users
85;9;-14;4;0.47630360833330393;43;58;0;Top 10 users
86;2;-1;3;0.486240126666659;6;58;0;Top 10 users
87;5;-2;2;0.49570183833329795;12;58;0;Top 10 users
88;5;-3;2;0.504810373333324;17;58;0;Top 10 users
89;5;-1;2;0.5142336633332889;12;58;0;Top 10 users
90;17;-4;2;0.5253557299999859;35;58;0;Top 10 users
91;3;-4;4;0.5392077316666473;16;58;0;Top 10 users
92;16;-15;3;0.5487171149999994;50;58;0;Top 10 users
93;17;-7;2;0.5583783699999912;49;58;0;Top 10 users
94;6;-1;2;0.5690511766666532;21;58;0;Top 10 users
95;6;-6;3;0.5793808133332884;26;58;0;Top 10 users
96;6;-1;2;0.5898493633333298;22;58;0;Top 10 users
97;3;-2;3;0.6036173516666168;10;58;0;Top 10 users
98;3;-2;3;0.6172231666666751;12;58;0;Top 10 users
99;9;-14;4;0.6312848266666454;41;58;0;Top 10 users
100;3;-1;2;0.6451033783333211;10;58;0;Top 10 users
101;6;-3;2;0.6616177766666321;19;58;0;Top 10 users
102;12;-3;2;0.677376794999994;39;58;0;Top 10 users
103;4;-1;2;0.6928218816666534;11;58;0;Top 10 users
104;7;-3;2;0.7085142966666657;20;58;0;Top 10 users
105;8;-1;2;0.724951113333312;21;58;0;Top 10 users
106;5;-2;2;0.7403880799999872;15;58;0;Top 10 users
107;11;-4;2;0.7557689433332901;30;58;0;Top 10 users
108;6;-3;2;0.7704148150000037;19;58;0;Top 10 users
109;4;-1;2;0.7873190349999883;9;58;0;Top 10 users
110;3;-1;2;0.8039886999999605;9;58;0;Top 10 users
111;6;-1;2;0.8196395383332856;21;58;0;Top 10 users
112;19;-6;2;0.835497439999987;59;58;0;Top 10 users
113;4;-2;2;0.8538339333332866;9;58;0;Top 10 users
114;2;-1;3;0.8714708033333106;12;58;0;Top 10 users
115;9;-5;2;0.8873424649999531;31;58;0;Top 10 users
