lvl1;lvl2;lvl3;lvl4;lvl5;lvl6;count;cluster
U-293;58;Home_(private)|Tuesday|afternoon;Metro_Station|Tuesday|afternoon;;;1;Cluster-3
U-293;44;Home_(private)|Tuesday|afternoon;Metro_Station|Tuesday|afternoon;;;1;Cluster-3
U-354;172;IT_Services|Thursday|morning;Metro_Station|Thursday|morning;;;1;Cluster-4
U-354;158;IT_Services|Thursday|morning;Metro_Station|Thursday|morning;;;1;Cluster-4
U-354;157;IT_Services|Thursday|morning;Metro_Station|Thursday|morning;;;1;Cluster-4
U-354;160;IT_Services|Thursday|morning;Metro_Station|Thursday|morning;;;1;Cluster-4
U-354;167;IT_Services|Thursday|morning;Metro_Station|Thursday|morning;;;1;Cluster-4
U-354;165;IT_Services|Thursday|morning;Metro_Station|Thursday|morning;;;1;Cluster-4
U-293;56;Home_(private)|Friday|afternoon;Home_(private)|Friday|afternoon;Metro_Station|Friday|afternoon;;1;Cluster-5
U-293;51;Home_(private)|Friday|afternoon;Home_(private)|Friday|afternoon;Metro_Station|Friday|afternoon;;1;Cluster-5
U-293;45;Home_(private)|Friday|afternoon;Home_(private)|Friday|afternoon;Metro_Station|Friday|afternoon;;1;Cluster-5
U-293;50;Home_(private)|Friday|afternoon;Home_(private)|Friday|afternoon;Metro_Station|Friday|afternoon;;1;Cluster-5
U-293;46;Home_(private)|Friday|afternoon;Home_(private)|Friday|afternoon;Metro_Station|Friday|afternoon;;1;Cluster-5
U-293;49;Home_(private)|Friday|afternoon;Home_(private)|Friday|afternoon;Metro_Station|Friday|afternoon;;1;Cluster-5
U-354;155;IT_Services|Monday|morning;Metro_Station|Monday|morning;Metro_Station|Monday|morning;;1;Cluster-6
U-354;161;IT_Services|Monday|morning;Metro_Station|Monday|morning;Metro_Station|Monday|morning;;1;Cluster-6
U-354;164;IT_Services|Monday|morning;Metro_Station|Monday|morning;Metro_Station|Monday|morning;;1;Cluster-6
U-354;162;IT_Services|Monday|morning;Metro_Station|Monday|morning;Metro_Station|Monday|morning;;1;Cluster-6
U-354;160;IT_Services|Monday|morning;Metro_Station|Monday|morning;Metro_Station|Monday|morning;;1;Cluster-6
U-354;167;IT_Services|Monday|morning;Metro_Station|Monday|morning;Metro_Station|Monday|morning;;1;Cluster-6
U-354;165;IT_Services|Monday|morning;Metro_Station|Monday|morning;Metro_Station|Monday|morning;;1;Cluster-6
U-293;57;Metro_Station|Monday|night;Train|Monday|night;;;1;Cluster-7
U-293;74;Metro_Station|Monday|night;Train|Monday|night;;;1;Cluster-7
U-293;73;Metro_Station|Monday|night;Train|Monday|night;;;1;Cluster-7
U-293;82;Metro_Station|Monday|night;Train|Monday|night;;;1;Cluster-7
U-293;66;Metro_Station|Monday|night;Train|Monday|night;;;1;Cluster-7
U-293;61;Metro_Station|Monday|night;Train|Monday|night;;;1;Cluster-7
U-354;160;Metro_Station|Monday|night;Train|Monday|night;;;1;Cluster-7
U-293;76;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;63;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;69;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;75;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;73;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;74;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;65;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;79;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;72;Deli_/_Bodega|Friday|afternoon;Metro_Station|Friday|afternoon;;;1;Cluster-8
U-293;64;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;63;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;46;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;69;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;51;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;73;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;81;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;50;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;43;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-354;155;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;80;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;55;Metro_Station|Thursday|afternoon;Park|Thursday|afternoon;;;1;Cluster-9
U-293;77;Home_(private)|Wednesday|afternoon;Home_(private)|Wednesday|afternoon;Metro_Station|Wednesday|afternoon;;1;Cluster-10
U-293;51;Home_(private)|Wednesday|afternoon;Home_(private)|Wednesday|afternoon;Metro_Station|Wednesday|afternoon;;1;Cluster-10
U-293;43;Home_(private)|Wednesday|afternoon;Home_(private)|Wednesday|afternoon;Metro_Station|Wednesday|afternoon;;1;Cluster-10
U-293;48;Home_(private)|Wednesday|afternoon;Home_(private)|Wednesday|afternoon;Metro_Station|Wednesday|afternoon;;1;Cluster-10
U-293;54;Home_(private)|Wednesday|afternoon;Home_(private)|Wednesday|afternoon;Metro_Station|Wednesday|afternoon;;1;Cluster-10
U-293;52;Home_(private)|Wednesday|afternoon;Home_(private)|Wednesday|afternoon;Metro_Station|Wednesday|afternoon;;1;Cluster-10
U-293;55;Home_(private)|Wednesday|afternoon;Home_(private)|Wednesday|afternoon;Metro_Station|Wednesday|afternoon;;1;Cluster-10
U-689;230;Gourmet_Shop|Friday|afternoon;American_Restaurant|Friday|night;Nightclub|Friday|night;Nightclub|Friday|night;1;Cluster-11
U-689;228;Gourmet_Shop|Friday|afternoon;American_Restaurant|Friday|night;Nightclub|Friday|night;Nightclub|Friday|night;1;Cluster-11
U-689;239;Gourmet_Shop|Friday|afternoon;American_Restaurant|Friday|night;Nightclub|Friday|night;Nightclub|Friday|night;1;Cluster-11
U-689;225;Gourmet_Shop|Friday|afternoon;American_Restaurant|Friday|night;Nightclub|Friday|night;Nightclub|Friday|night;1;Cluster-11
U-689;246;Gourmet_Shop|Friday|afternoon;American_Restaurant|Friday|night;Nightclub|Friday|night;Nightclub|Friday|night;1;Cluster-11
U-689;224;Gourmet_Shop|Friday|afternoon;American_Restaurant|Friday|night;Nightclub|Friday|night;Nightclub|Friday|night;1;Cluster-11
U-689;226;Gourmet_Shop|Friday|afternoon;American_Restaurant|Friday|night;Nightclub|Friday|night;Nightclub|Friday|night;1;Cluster-11
U-293;72;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-293;69;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-293;60;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-293;65;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-293;61;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-293;58;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-293;80;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-293;55;Metro_Station|Thursday|night;Train|Thursday|night;;;1;Cluster-12
U-315;91;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;98;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;113;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;86;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;90;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;85;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;88;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;84;Chinese_Restaurant|Sunday|morning;Gas_Station|Sunday|morning;;;1;Cluster-13
U-315;92;Pizza_Place|Sunday|afternoon;Deli_/_Bodega|Sunday|afternoon;;;1;Cluster-14
U-315;87;Pizza_Place|Sunday|afternoon;Deli_/_Bodega|Sunday|afternoon;;;1;Cluster-14
U-293;73;Pizza_Place|Sunday|afternoon;Deli_/_Bodega|Sunday|afternoon;;;1;Cluster-14
U-293;66;Pizza_Place|Sunday|afternoon;Deli_/_Bodega|Sunday|afternoon;;;1;Cluster-14
U-293;79;Pizza_Place|Sunday|afternoon;Deli_/_Bodega|Sunday|afternoon;;;1;Cluster-14
U-293;71;Pizza_Place|Sunday|afternoon;Deli_/_Bodega|Sunday|afternoon;;;1;Cluster-14
U-315;92;Chinese_Restaurant|Sunday|morning;Pizza_Place|Sunday|morning;;;1;Cluster-15
U-315;85;Chinese_Restaurant|Sunday|morning;Pizza_Place|Sunday|morning;;;1;Cluster-15
U-315;93;Chinese_Restaurant|Sunday|morning;Pizza_Place|Sunday|morning;;;1;Cluster-15
U-315;112;Chinese_Restaurant|Sunday|morning;Pizza_Place|Sunday|morning;;;1;Cluster-15
U-315;86;Chinese_Restaurant|Sunday|morning;Pizza_Place|Sunday|morning;;;1;Cluster-15
U-315;90;Chinese_Restaurant|Sunday|morning;Pizza_Place|Sunday|morning;;;1;Cluster-15
U-315;99;Chinese_Restaurant|Sunday|morning;Pizza_Place|Sunday|morning;;;1;Cluster-15
U-730;270;Bank|Monday|afternoon;Hotel|Monday|afternoon;;;1;Cluster-16
U-730;279;Bank|Monday|afternoon;Hotel|Monday|afternoon;;;1;Cluster-16
U-730;282;Bank|Monday|afternoon;Hotel|Monday|afternoon;;;1;Cluster-16
U-730;285;Bank|Monday|afternoon;Hotel|Monday|afternoon;;;1;Cluster-16
U-730;266;Bank|Monday|afternoon;Hotel|Monday|afternoon;;;1;Cluster-16
U-730;278;Bank|Monday|afternoon;Hotel|Monday|afternoon;;;1;Cluster-16
U-730;267;Bank|Monday|afternoon;Hotel|Monday|afternoon;;;1;Cluster-16
U-689;252;Pub|Sunday|night;Nightclub|Sunday|night;Nightclub|Sunday|night;;1;Cluster-17
U-689;244;Pub|Sunday|night;Nightclub|Sunday|night;Nightclub|Sunday|night;;1;Cluster-17
U-689;228;Pub|Sunday|night;Nightclub|Sunday|night;Nightclub|Sunday|night;;1;Cluster-17
U-689;247;Pub|Sunday|night;Nightclub|Sunday|night;Nightclub|Sunday|night;;1;Cluster-17
U-689;223;Pub|Sunday|night;Nightclub|Sunday|night;Nightclub|Sunday|night;;1;Cluster-17
U-689;254;Pub|Sunday|night;Nightclub|Sunday|night;Nightclub|Sunday|night;;1;Cluster-17
U-689;226;Pub|Sunday|night;Nightclub|Sunday|night;Nightclub|Sunday|night;;1;Cluster-17
U-730;270;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;280;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;279;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;285;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;264;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;274;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;276;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;265;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-730;278;Bank|Tuesday|afternoon;Hotel|Tuesday|afternoon;;;1;Cluster-18
U-689;231;Pub|Saturday|night;Nightclub|Saturday|night;Nightclub|Saturday|night;Music_Venue|Sunday|dawn;1;Cluster-19
U-689;228;Pub|Saturday|night;Nightclub|Saturday|night;Nightclub|Saturday|night;Music_Venue|Sunday|dawn;1;Cluster-19
U-689;223;Pub|Saturday|night;Nightclub|Saturday|night;Nightclub|Saturday|night;Music_Venue|Sunday|dawn;1;Cluster-19
U-689;237;Pub|Saturday|night;Nightclub|Saturday|night;Nightclub|Saturday|night;Music_Venue|Sunday|dawn;1;Cluster-19
U-689;221;Pub|Saturday|night;Nightclub|Saturday|night;Nightclub|Saturday|night;Music_Venue|Sunday|dawn;1;Cluster-19
U-689;243;Pub|Saturday|night;Nightclub|Saturday|night;Nightclub|Saturday|night;Music_Venue|Sunday|dawn;1;Cluster-19
U-689;224;Pub|Saturday|night;Nightclub|Saturday|night;Nightclub|Saturday|night;Music_Venue|Sunday|dawn;1;Cluster-19
U-689;252;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;225;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;226;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;223;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;244;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;239;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;251;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;240;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;233;Music_Venue|Friday|dawn;Hotel|Friday|dawn;Hotel|Friday|morning;;1;Cluster-20
U-689;227;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;230;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;222;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;238;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;246;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;243;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;224;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;226;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;223;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;247;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;225;Nightclub|Friday|night;Nightclub|Friday|night;Music_Venue|Saturday|dawn;Hotel|Saturday|dawn;1;Cluster-21
U-689;252;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-689;250;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-689;226;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-689;231;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-689;229;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-689;255;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-689;227;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-689;233;Hotel|Monday|dawn;Hotel|Monday|morning;Airport|Monday|morning;;1;Cluster-22
U-730;284;Hotel|Saturday|afternoon;Residential_Building_(Apartment_/_Condo)|Sunday|afternoon;;;1;Cluster-23
U-730;279;Hotel|Saturday|afternoon;Residential_Building_(Apartment_/_Condo)|Sunday|afternoon;;;1;Cluster-23
U-730;282;Hotel|Saturday|afternoon;Residential_Building_(Apartment_/_Condo)|Sunday|afternoon;;;1;Cluster-23
U-730;265;Hotel|Saturday|afternoon;Residential_Building_(Apartment_/_Condo)|Sunday|afternoon;;;1;Cluster-23
U-730;274;Hotel|Saturday|afternoon;Residential_Building_(Apartment_/_Condo)|Sunday|afternoon;;;1;Cluster-23
U-730;269;Hotel|Saturday|afternoon;Residential_Building_(Apartment_/_Condo)|Sunday|afternoon;;;1;Cluster-23
U-689;230;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;254;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;232;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;224;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;231;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;241;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;253;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;227;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;233;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;245;Gourmet_Shop|Wednesday|afternoon;American_Restaurant|Wednesday|night;Music_Venue|Thursday|dawn;Hotel|Thursday|dawn;1;Cluster-24
U-689;230;American_Restaurant|Monday|night;Hotel|Tuesday|dawn;Hotel|Tuesday|morning;;1;Cluster-25
U-689;247;American_Restaurant|Monday|night;Hotel|Tuesday|dawn;Hotel|Tuesday|morning;;1;Cluster-25
U-689;250;American_Restaurant|Monday|night;Hotel|Tuesday|dawn;Hotel|Tuesday|morning;;1;Cluster-25
U-689;227;American_Restaurant|Monday|night;Hotel|Tuesday|dawn;Hotel|Tuesday|morning;;1;Cluster-25
U-689;237;American_Restaurant|Monday|night;Hotel|Tuesday|dawn;Hotel|Tuesday|morning;;1;Cluster-25
U-689;224;American_Restaurant|Monday|night;Hotel|Tuesday|dawn;Hotel|Tuesday|morning;;1;Cluster-25
U-689;229;American_Restaurant|Monday|night;Hotel|Tuesday|dawn;Hotel|Tuesday|morning;;1;Cluster-25
U-730;284;Pub|Monday|afternoon;Bank|Monday|afternoon;;;1;Cluster-26
U-730;279;Pub|Monday|afternoon;Bank|Monday|afternoon;;;1;Cluster-26
U-730;266;Pub|Monday|afternoon;Bank|Monday|afternoon;;;1;Cluster-26
U-730;278;Pub|Monday|afternoon;Bank|Monday|afternoon;;;1;Cluster-26
U-730;267;Pub|Monday|afternoon;Bank|Monday|afternoon;;;1;Cluster-26
U-730;272;Pub|Monday|afternoon;Bank|Monday|afternoon;;;1;Cluster-26
U-689;230;Gourmet_Shop|Thursday|afternoon;American_Restaurant|Thursday|night;Nightclub|Thursday|night;;1;Cluster-27
U-689;232;Gourmet_Shop|Thursday|afternoon;American_Restaurant|Thursday|night;Nightclub|Thursday|night;;1;Cluster-27
U-689;223;Gourmet_Shop|Thursday|afternoon;American_Restaurant|Thursday|night;Nightclub|Thursday|night;;1;Cluster-27
U-689;254;Gourmet_Shop|Thursday|afternoon;American_Restaurant|Thursday|night;Nightclub|Thursday|night;;1;Cluster-27
U-689;249;Gourmet_Shop|Thursday|afternoon;American_Restaurant|Thursday|night;Nightclub|Thursday|night;;1;Cluster-27
U-689;226;Gourmet_Shop|Thursday|afternoon;American_Restaurant|Thursday|night;Nightclub|Thursday|night;;1;Cluster-27
U-730;280;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;281;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;274;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;282;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;265;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;266;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;278;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;267;Bank|Wednesday|afternoon;Hotel|Wednesday|afternoon;;;1;Cluster-28
U-730;280;Plaza|Wednesday|afternoon;Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon;Office|Wednesday|afternoon;;1;Cluster-29
U-730;276;Plaza|Wednesday|afternoon;Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon;Office|Wednesday|afternoon;;1;Cluster-29
U-730;265;Plaza|Wednesday|afternoon;Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon;Office|Wednesday|afternoon;;1;Cluster-29
U-730;258;Plaza|Wednesday|afternoon;Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon;Office|Wednesday|afternoon;;1;Cluster-29
U-730;266;Plaza|Wednesday|afternoon;Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon;Office|Wednesday|afternoon;;1;Cluster-29
U-730;256;Plaza|Wednesday|afternoon;Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon;Office|Wednesday|afternoon;;1;Cluster-29
U-730;260;Plaza|Wednesday|afternoon;Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon;Office|Wednesday|afternoon;;1;Cluster-29
U-730;280;Plaza|Monday|afternoon;Residential_Building_(Apartment_/_Condo)|Monday|afternoon;Office|Monday|afternoon;;1;Cluster-30
U-730;281;Plaza|Monday|afternoon;Residential_Building_(Apartment_/_Condo)|Monday|afternoon;Office|Monday|afternoon;;1;Cluster-30
U-730;265;Plaza|Monday|afternoon;Residential_Building_(Apartment_/_Condo)|Monday|afternoon;Office|Monday|afternoon;;1;Cluster-30
U-730;266;Plaza|Monday|afternoon;Residential_Building_(Apartment_/_Condo)|Monday|afternoon;Office|Monday|afternoon;;1;Cluster-30
U-730;260;Plaza|Monday|afternoon;Residential_Building_(Apartment_/_Condo)|Monday|afternoon;Office|Monday|afternoon;;1;Cluster-30
U-730;256;Plaza|Monday|afternoon;Residential_Building_(Apartment_/_Condo)|Monday|afternoon;Office|Monday|afternoon;;1;Cluster-30
U-730;259;Plaza|Monday|afternoon;Residential_Building_(Apartment_/_Condo)|Monday|afternoon;Office|Monday|afternoon;;1;Cluster-30
U-689;231;Hotel|Wednesday|dawn;Hotel|Wednesday|morning;Airport|Wednesday|morning;;1;Cluster-31
U-689;241;Hotel|Wednesday|dawn;Hotel|Wednesday|morning;Airport|Wednesday|morning;;1;Cluster-31
U-689;233;Hotel|Wednesday|dawn;Hotel|Wednesday|morning;Airport|Wednesday|morning;;1;Cluster-31
U-689;227;Hotel|Wednesday|dawn;Hotel|Wednesday|morning;Airport|Wednesday|morning;;1;Cluster-31
U-689;232;Hotel|Wednesday|dawn;Hotel|Wednesday|morning;Airport|Wednesday|morning;;1;Cluster-31
U-689;226;Hotel|Wednesday|dawn;Hotel|Wednesday|morning;Airport|Wednesday|morning;;1;Cluster-31
U-293;72;Park|Tuesday|afternoon;Convenience_Store|Tuesday|afternoon;;;1;Cluster-32
U-293;77;Park|Tuesday|afternoon;Convenience_Store|Tuesday|afternoon;;;1;Cluster-32
U-293;43;Park|Tuesday|afternoon;Convenience_Store|Tuesday|afternoon;;;1;Cluster-32
