lvl1;lvl2;lvl3;lvl4;lvl5;count;cluster
U-445;725;Home_(private);Metro_Station;;1;Cluster-1
U-702;1200;Home_(private);Metro_Station;;1;Cluster-1
U-754;1339;Home_(private);Metro_Station;;1;Cluster-1
U-754;1334;Home_(private);Metro_Station;;1;Cluster-1
U-742;1267;Home_(private);Metro_Station;;1;Cluster-1
U-951;1660;Home_(private);Metro_Station;;1;Cluster-1
U-293;371;Home_(private);Metro_Station;;1;Cluster-1
U-702;1189;Home_(private);Metro_Station;;1;Cluster-1
U-138;242;Home_(private);Metro_Station;;1;Cluster-1
U-951;1671;Home_(private);Metro_Station;;1;Cluster-1
U-928;1576;Home_(private);Metro_Station;;1;Cluster-1
U-484;838;Home_(private);Metro_Station;;1;Cluster-1
U-445;724;Home_(private);Metro_Station;;1;Cluster-1
U-951;1663;Home_(private);Metro_Station;;1;Cluster-1
U-754;1341;Home_(private);Metro_Station;;1;Cluster-1
U-885;1506;Home_(private);Metro_Station;;1;Cluster-1
U-521;915;Home_(private);Metro_Station;;1;Cluster-1
U-750;1302;Home_(private);Metro_Station;;1;Cluster-1
U-976;1697;Home_(private);Metro_Station;;1;Cluster-1
U-293;404;Home_(private);Metro_Station;;1;Cluster-1
U-928;1580;Home_(private);Metro_Station;;1;Cluster-1
U-95;179;Home_(private);Metro_Station;;1;Cluster-1
U-702;1187;Home_(private);Metro_Station;;1;Cluster-1
U-742;1262;Home_(private);Metro_Station;;1;Cluster-1
U-344;461;Home_(private);Metro_Station;;1;Cluster-1
U-293;367;Home_(private);Metro_Station;;1;Cluster-1
U-754;1337;Home_(private);Metro_Station;;1;Cluster-1
U-95;177;Home_(private);Metro_Station;;1;Cluster-1
U-354;496;Home_(private);Metro_Station;;1;Cluster-1
U-951;1670;Home_(private);Metro_Station;;1;Cluster-1
U-943;1643;Home_(private);Metro_Station;;1;Cluster-1
U-445;727;Home_(private);Metro_Station;;1;Cluster-1
U-440;687;Home_(private);Metro_Station;;1;Cluster-1
U-484;832;Home_(private);Metro_Station;;1;Cluster-1
U-885;1483;Home_(private);Metro_Station;;1;Cluster-1
U-445;726;Home_(private);Metro_Station;;1;Cluster-1
U-344;460;Home_(private);Metro_Station;;1;Cluster-1
U-120;217;Home_(private);Metro_Station;;1;Cluster-1
U-976;1698;Home_(private);Metro_Station;;1;Cluster-1
U-484;834;Home_(private);Metro_Station;;1;Cluster-1
U-95;182;Home_(private);Metro_Station;;1;Cluster-1
U-293;390;Home_(private);Metro_Station;;1;Cluster-1
U-976;1699;Home_(private);Metro_Station;;1;Cluster-1
U-138;250;Home_(private);Metro_Station;;1;Cluster-1
U-254;343;Home_(private);Metro_Station;;1;Cluster-1
U-754;1338;Home_(private);Metro_Station;;1;Cluster-1
U-702;1202;Home_(private);Metro_Station;;1;Cluster-1
U-742;1261;Home_(private);Metro_Station;;1;Cluster-1
U-928;1590;Home_(private);Metro_Station;;1;Cluster-1
U-702;1203;Home_(private);Metro_Station;;1;Cluster-1
U-750;1309;Home_(private);Metro_Station;;1;Cluster-1
U-254;337;Home_(private);Metro_Station;;1;Cluster-1
U-885;1479;Home_(private);Metro_Station;;1;Cluster-1
U-120;221;Home_(private);Metro_Station;;1;Cluster-1
U-120;218;Home_(private);Metro_Station;;1;Cluster-1
U-951;1655;Home_(private);Metro_Station;;1;Cluster-1
U-484;823;Home_(private);Metro_Station;;1;Cluster-1
U-885;1507;Home_(private);Metro_Station;;1;Cluster-1
U-138;244;Home_(private);Metro_Station;;1;Cluster-1
U-445;731;Home_(private);Metro_Station;;1;Cluster-1
U-95;173;Home_(private);Metro_Station;;1;Cluster-1
U-976;1706;Home_(private);Metro_Station;;1;Cluster-1
U-754;1343;Home_(private);Metro_Station;;1;Cluster-1
U-293;369;Home_(private);Metro_Station;;1;Cluster-1
U-702;1191;Home_(private);Metro_Station;;1;Cluster-1
U-750;1314;Home_(private);Metro_Station;;1;Cluster-1
U-293;372;Home_(private);Metro_Station;;1;Cluster-1
U-976;1702;Home_(private);Metro_Station;;1;Cluster-1
U-293;393;Home_(private);Metro_Station;;1;Cluster-1
U-484;827;Home_(private);Metro_Station;;1;Cluster-1
U-976;1703;Home_(private);Metro_Station;;1;Cluster-1
U-702;1188;Home_(private);Metro_Station;;1;Cluster-1
U-928;1575;Home_(private);Metro_Station;;1;Cluster-1
U-928;1596;Home_(private);Metro_Station;;1;Cluster-1
U-440;694;Home_(private);Metro_Station;;1;Cluster-1
U-440;693;Home_(private);Metro_Station;;1;Cluster-1
U-445;732;Home_(private);Metro_Station;;1;Cluster-1
U-976;1709;Home_(private);Metro_Station;;1;Cluster-1
U-951;1669;Home_(private);Metro_Station;;1;Cluster-1
U-440;697;Home_(private);Metro_Station;;1;Cluster-1
U-254;338;Home_(private);Metro_Station;;1;Cluster-1
U-754;1340;Home_(private);Metro_Station;;1;Cluster-1
U-484;828;Home_(private);Metro_Station;;1;Cluster-1
U-293;374;Home_(private);Metro_Station;;1;Cluster-1
U-750;1318;Home_(private);Metro_Station;;1;Cluster-1
U-484;829;Home_(private);Metro_Station;;1;Cluster-1
U-293;383;Home_(private);Metro_Station;;1;Cluster-1
U-95;187;Home_(private);Metro_Station;;1;Cluster-1
U-293;365;Home_(private);Metro_Station;;1;Cluster-1
U-293;378;Home_(private);Metro_Station;;1;Cluster-1
U-527;935;Home_(private);Metro_Station;;1;Cluster-1
U-928;1599;Home_(private);Metro_Station;;1;Cluster-1
U-293;368;Home_(private);Metro_Station;;1;Cluster-1
U-951;1667;Home_(private);Metro_Station;;1;Cluster-1
U-951;1661;Home_(private);Metro_Station;;1;Cluster-1
U-742;1263;Home_(private);Metro_Station;;1;Cluster-1
U-95;183;Home_(private);Metro_Station;;1;Cluster-1
U-293;395;Home_(private);Metro_Station;;1;Cluster-1
U-951;1666;Home_(private);Metro_Station;;1;Cluster-1
U-928;1586;Home_(private);Metro_Station;;1;Cluster-1
U-138;249;Home_(private);Metro_Station;;1;Cluster-1
U-138;248;Home_(private);Metro_Station;;1;Cluster-1
U-293;364;Home_(private);Metro_Station;;1;Cluster-1
U-344;451;Home_(private);Metro_Station;;1;Cluster-1
U-742;1259;Home_(private);Metro_Station;;1;Cluster-1
U-484;831;Home_(private);Metro_Station;;1;Cluster-1
U-120;220;Home_(private);Metro_Station;;1;Cluster-1
U-885;1482;Home_(private);Metro_Station;;1;Cluster-1
U-951;1658;Home_(private);Metro_Station;;1;Cluster-1
U-344;453;Home_(private);Metro_Station;;1;Cluster-1
U-702;1183;Home_(private);Metro_Station;;1;Cluster-1
U-445;745;Home_(private);Metro_Station;;1;Cluster-1
U-976;1712;Home_(private);Metro_Station;;1;Cluster-1
U-527;923;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1660;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1504;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1672;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-120;223;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-254;333;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1671;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-702;1184;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;838;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-445;724;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1478;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-293;397;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-527;930;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-293;376;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-702;1187;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;826;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-120;219;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-750;1315;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;832;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-445;722;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-254;331;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-344;464;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1483;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;834;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-976;1699;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-293;398;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;191;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1481;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;180;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-596;1027;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-254;337;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;833;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-702;1190;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-120;221;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-120;218;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1507;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1655;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;823;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-138;244;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-750;1305;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1657;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;173;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;185;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-928;1581;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;835;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;839;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;842;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1496;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;840;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;827;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-976;1703;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;192;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1656;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1485;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1501;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;190;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;828;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;188;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-95;175;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1502;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1659;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-527;926;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-293;365;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-527;935;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-928;1599;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-293;368;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1661;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-138;249;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-484;831;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-702;1193;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1664;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-254;332;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-527;924;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-885;1482;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-440;689;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-138;240;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-951;1658;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-702;1183;Metro_Station;Metro_Station;Home_(private);1;Cluster-2
U-443;719;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1306;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-529;961;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;588;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-484;836;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;377;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-934;1608;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;600;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-881;1474;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;397;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-84;133;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;735;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;675;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1308;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-443;709;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;599;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1315;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-881;1476;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-527;931;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1523;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;382;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;728;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1513;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;722;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-422;658;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-315;411;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;398;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;394;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1518;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-582;981;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;681;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1317;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-702;1186;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;684;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;399;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-582;967;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;396;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1307;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-768;1358;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;402;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;670;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;742;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;373;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-881;1456;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-885;1496;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;679;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;737;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-527;938;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-885;1485;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-885;1501;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;596;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-702;1196;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;587;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1516;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-443;714;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1511;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-529;949;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1316;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;586;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;604;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1514;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;593;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;733;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;678;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;584;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-344;458;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;667;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;683;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-472;800;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;746;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-344;456;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;729;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;725;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-484;822;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;671;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-1054;1741;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;387;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-754;1324;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;738;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;381;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;385;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-484;838;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;724;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-951;1663;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-885;1506;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1302;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-443;720;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;404;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;677;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1522;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-527;930;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;730;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1521;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;727;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-702;1194;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;726;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;390;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-443;712;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1524;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;391;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-529;963;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-443;707;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;401;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-702;1202;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;389;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;403;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-527;934;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-951;1655;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;731;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;740;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1305;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-34;51;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-750;1303;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;592;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1525;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;682;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;744;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;400;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;388;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;668;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;372;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;669;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;393;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;672;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;736;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-95;171;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-484;827;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;676;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;732;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-768;1347;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-439;666;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-384;598;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-885;1503;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;374;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-445;723;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-895;1515;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-885;1502;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-443;711;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;383;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-885;1492;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-293;392;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-519;897;Home_(private);Deli_/_Bodega;;1;Cluster-3
U-527;935;Home_(private);Deli_/_Bodega;;1;Cluster-3
