lvl1;lvl2;lvl3;lvl4;lvl5;lvl6;lvl7;count;cluster
U-689;228;"Nightclub|Saturday|night|(1230.0;1260.0]";"Nightclub|Saturday|night|(1320.0;1350.0]";"Music_Venue|Sunday|dawn|(0;30.0]";"Hotel|Sunday|dawn|(120.0;150.0]";"Hotel|Sunday|morning|(540.0;570.0]";1;Cluster-3
U-689;223;"Nightclub|Saturday|night|(1230.0;1260.0]";"Nightclub|Saturday|night|(1320.0;1350.0]";"Music_Venue|Sunday|dawn|(0;30.0]";"Hotel|Sunday|dawn|(120.0;150.0]";"Hotel|Sunday|morning|(540.0;570.0]";1;Cluster-3
U-689;221;"Nightclub|Saturday|night|(1230.0;1260.0]";"Nightclub|Saturday|night|(1320.0;1350.0]";"Music_Venue|Sunday|dawn|(0;30.0]";"Hotel|Sunday|dawn|(120.0;150.0]";"Hotel|Sunday|morning|(540.0;570.0]";1;Cluster-3
U-689;224;"Nightclub|Saturday|night|(1230.0;1260.0]";"Nightclub|Saturday|night|(1320.0;1350.0]";"Music_Venue|Sunday|dawn|(0;30.0]";"Hotel|Sunday|dawn|(120.0;150.0]";"Hotel|Sunday|morning|(540.0;570.0]";1;Cluster-3
U-689;226;"Nightclub|Saturday|night|(1230.0;1260.0]";"Nightclub|Saturday|night|(1320.0;1350.0]";"Music_Venue|Sunday|dawn|(0;30.0]";"Hotel|Sunday|dawn|(120.0;150.0]";"Hotel|Sunday|morning|(540.0;570.0]";1;Cluster-3
U-730;270;"Bank|Monday|afternoon|(810.0;840.0]";"Hotel|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-4
U-730;279;"Bank|Monday|afternoon|(810.0;840.0]";"Hotel|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-4
U-730;282;"Bank|Monday|afternoon|(810.0;840.0]";"Hotel|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-4
U-730;285;"Bank|Monday|afternoon|(810.0;840.0]";"Hotel|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-4
U-730;266;"Bank|Monday|afternoon|(810.0;840.0]";"Hotel|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-4
U-730;278;"Bank|Monday|afternoon|(810.0;840.0]";"Hotel|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-4
U-730;267;"Bank|Monday|afternoon|(810.0;840.0]";"Hotel|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-4
U-689;230;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;254;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;232;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;224;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;231;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;241;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;253;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;227;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;233;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;245;"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";"American_Restaurant|Wednesday|night|(1140.0;1170.0]";"Music_Venue|Thursday|dawn|(0;30.0]";"Hotel|Thursday|dawn|(120.0;150.0]";;1;Cluster-5
U-689;222;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-689;224;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-689;226;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-689;231;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-689;245;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-689;223;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-689;234;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-689;237;"Airport|Tuesday|morning|(660.0;690.0]";"Gourmet_Shop|Tuesday|afternoon|(840.0;870.0]";"American_Restaurant|Tuesday|night|(1140.0;1170.0]";;;1;Cluster-6
U-730;270;"Pub|Thursday|afternoon|(780.0;810.0]";"Bank|Thursday|afternoon|(810.0;840.0]";;;;1;Cluster-7
U-730;281;"Pub|Thursday|afternoon|(780.0;810.0]";"Bank|Thursday|afternoon|(810.0;840.0]";;;;1;Cluster-7
U-730;277;"Pub|Thursday|afternoon|(780.0;810.0]";"Bank|Thursday|afternoon|(810.0;840.0]";;;;1;Cluster-7
U-730;266;"Pub|Thursday|afternoon|(780.0;810.0]";"Bank|Thursday|afternoon|(810.0;840.0]";;;;1;Cluster-7
U-730;278;"Pub|Thursday|afternoon|(780.0;810.0]";"Bank|Thursday|afternoon|(810.0;840.0]";;;;1;Cluster-7
U-730;272;"Pub|Thursday|afternoon|(780.0;810.0]";"Bank|Thursday|afternoon|(810.0;840.0]";;;;1;Cluster-7
U-689;252;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;251;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;226;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;244;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;239;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;223;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;240;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;233;"Music_Venue|Friday|dawn|(0;30.0]";"Hotel|Friday|dawn|(120.0;150.0]";"Hotel|Friday|morning|(540.0;570.0]";;;1;Cluster-8
U-689;230;"American_Restaurant|Monday|night|(1140.0;1170.0]";"Hotel|Tuesday|dawn|(120.0;150.0]";"Hotel|Tuesday|morning|(540.0;570.0]";;;1;Cluster-9
U-689;247;"American_Restaurant|Monday|night|(1140.0;1170.0]";"Hotel|Tuesday|dawn|(120.0;150.0]";"Hotel|Tuesday|morning|(540.0;570.0]";;;1;Cluster-9
U-689;250;"American_Restaurant|Monday|night|(1140.0;1170.0]";"Hotel|Tuesday|dawn|(120.0;150.0]";"Hotel|Tuesday|morning|(540.0;570.0]";;;1;Cluster-9
U-689;227;"American_Restaurant|Monday|night|(1140.0;1170.0]";"Hotel|Tuesday|dawn|(120.0;150.0]";"Hotel|Tuesday|morning|(540.0;570.0]";;;1;Cluster-9
U-689;237;"American_Restaurant|Monday|night|(1140.0;1170.0]";"Hotel|Tuesday|dawn|(120.0;150.0]";"Hotel|Tuesday|morning|(540.0;570.0]";;;1;Cluster-9
U-689;224;"American_Restaurant|Monday|night|(1140.0;1170.0]";"Hotel|Tuesday|dawn|(120.0;150.0]";"Hotel|Tuesday|morning|(540.0;570.0]";;;1;Cluster-9
U-689;229;"American_Restaurant|Monday|night|(1140.0;1170.0]";"Hotel|Tuesday|dawn|(120.0;150.0]";"Hotel|Tuesday|morning|(540.0;570.0]";;;1;Cluster-9
U-689;230;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;254;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;249;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;232;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;226;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;236;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;239;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;223;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-689;240;"Gourmet_Shop|Thursday|afternoon|(840.0;870.0]";"American_Restaurant|Thursday|night|(1140.0;1170.0]";;;;1;Cluster-10
U-730;270;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;280;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;279;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;285;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;264;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;274;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;276;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;265;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-730;278;"Bank|Tuesday|afternoon|(810.0;840.0]";"Hotel|Tuesday|afternoon|(810.0;840.0]";;;;1;Cluster-11
U-885;303;"Metro_Station|Thursday|morning|(390.0;420.0]";"Metro_Station|Thursday|morning|(420.0;450.0]";;;;1;Cluster-12
U-885;291;"Metro_Station|Thursday|morning|(390.0;420.0]";"Metro_Station|Thursday|morning|(420.0;450.0]";;;;1;Cluster-12
U-885;313;"Metro_Station|Thursday|morning|(390.0;420.0]";"Metro_Station|Thursday|morning|(420.0;450.0]";;;;1;Cluster-12
U-354;175;"Metro_Station|Thursday|morning|(390.0;420.0]";"Metro_Station|Thursday|morning|(420.0;450.0]";;;;1;Cluster-12
U-885;289;"Metro_Station|Thursday|morning|(390.0;420.0]";"Metro_Station|Thursday|morning|(420.0;450.0]";;;;1;Cluster-12
U-885;311;"Metro_Station|Thursday|morning|(390.0;420.0]";"Metro_Station|Thursday|morning|(420.0;450.0]";;;;1;Cluster-12
U-689;248;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;227;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;232;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;226;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;231;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;241;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;223;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;240;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;233;"Hotel|Wednesday|morning|(540.0;570.0]";"Airport|Wednesday|morning|(660.0;690.0]";"Gourmet_Shop|Wednesday|afternoon|(840.0;870.0]";;;1;Cluster-13
U-689;235;"Hotel|Sunday|morning|(540.0;570.0]";"Airport|Sunday|morning|(660.0;690.0]";"Ramen_Restaurant|Sunday|afternoon|(840.0;870.0]";;;1;Cluster-14
U-689;222;"Hotel|Sunday|morning|(540.0;570.0]";"Airport|Sunday|morning|(660.0;690.0]";"Ramen_Restaurant|Sunday|afternoon|(840.0;870.0]";;;1;Cluster-14
U-689;228;"Hotel|Sunday|morning|(540.0;570.0]";"Airport|Sunday|morning|(660.0;690.0]";"Ramen_Restaurant|Sunday|afternoon|(840.0;870.0]";;;1;Cluster-14
U-689;232;"Hotel|Sunday|morning|(540.0;570.0]";"Airport|Sunday|morning|(660.0;690.0]";"Ramen_Restaurant|Sunday|afternoon|(840.0;870.0]";;;1;Cluster-14
U-689;246;"Hotel|Sunday|morning|(540.0;570.0]";"Airport|Sunday|morning|(660.0;690.0]";"Ramen_Restaurant|Sunday|afternoon|(840.0;870.0]";;;1;Cluster-14
U-689;237;"Hotel|Sunday|morning|(540.0;570.0]";"Airport|Sunday|morning|(660.0;690.0]";"Ramen_Restaurant|Sunday|afternoon|(840.0;870.0]";;;1;Cluster-14
U-730;280;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;281;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;276;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;277;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;265;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;259;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;266;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;263;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;256;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-730;260;"Residential_Building_(Apartment_/_Condo)|Monday|afternoon|(780.0;810.0]";"Office|Monday|afternoon|(780.0;810.0]";;;;1;Cluster-15
U-689;244;"Pub|Sunday|night|(1140.0;1170.0]";"Nightclub|Sunday|night|(1230.0;1260.0]";"Nightclub|Sunday|night|(1320.0;1350.0]";;;1;Cluster-16
U-689;228;"Pub|Sunday|night|(1140.0;1170.0]";"Nightclub|Sunday|night|(1230.0;1260.0]";"Nightclub|Sunday|night|(1320.0;1350.0]";;;1;Cluster-16
U-689;247;"Pub|Sunday|night|(1140.0;1170.0]";"Nightclub|Sunday|night|(1230.0;1260.0]";"Nightclub|Sunday|night|(1320.0;1350.0]";;;1;Cluster-16
U-689;223;"Pub|Sunday|night|(1140.0;1170.0]";"Nightclub|Sunday|night|(1230.0;1260.0]";"Nightclub|Sunday|night|(1320.0;1350.0]";;;1;Cluster-16
U-689;254;"Pub|Sunday|night|(1140.0;1170.0]";"Nightclub|Sunday|night|(1230.0;1260.0]";"Nightclub|Sunday|night|(1320.0;1350.0]";;;1;Cluster-16
U-689;226;"Pub|Sunday|night|(1140.0;1170.0]";"Nightclub|Sunday|night|(1230.0;1260.0]";"Nightclub|Sunday|night|(1320.0;1350.0]";;;1;Cluster-16
U-730;284;"Pub|Monday|afternoon|(780.0;810.0]";"Bank|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-17
U-730;279;"Pub|Monday|afternoon|(780.0;810.0]";"Bank|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-17
U-730;266;"Pub|Monday|afternoon|(780.0;810.0]";"Bank|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-17
U-730;278;"Pub|Monday|afternoon|(780.0;810.0]";"Bank|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-17
U-730;267;"Pub|Monday|afternoon|(780.0;810.0]";"Bank|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-17
U-730;272;"Pub|Monday|afternoon|(780.0;810.0]";"Bank|Monday|afternoon|(810.0;840.0]";;;;1;Cluster-17
U-730;280;"Plaza|Wednesday|afternoon|(750.0;780.0]";"Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon|(780.0;810.0]";"Office|Wednesday|afternoon|(780.0;810.0]";;;1;Cluster-18
U-730;276;"Plaza|Wednesday|afternoon|(750.0;780.0]";"Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon|(780.0;810.0]";"Office|Wednesday|afternoon|(780.0;810.0]";;;1;Cluster-18
U-730;265;"Plaza|Wednesday|afternoon|(750.0;780.0]";"Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon|(780.0;810.0]";"Office|Wednesday|afternoon|(780.0;810.0]";;;1;Cluster-18
U-730;258;"Plaza|Wednesday|afternoon|(750.0;780.0]";"Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon|(780.0;810.0]";"Office|Wednesday|afternoon|(780.0;810.0]";;;1;Cluster-18
U-730;266;"Plaza|Wednesday|afternoon|(750.0;780.0]";"Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon|(780.0;810.0]";"Office|Wednesday|afternoon|(780.0;810.0]";;;1;Cluster-18
U-730;256;"Plaza|Wednesday|afternoon|(750.0;780.0]";"Residential_Building_(Apartment_/_Condo)|Wednesday|afternoon|(780.0;810.0]";"Office|Wednesday|afternoon|(780.0;810.0]";;;1;Cluster-18
U-689;225;"Airport|Friday|morning|(660.0;690.0]";"Gourmet_Shop|Friday|afternoon|(840.0;870.0]";;;;1;Cluster-19
U-689;228;"Airport|Friday|morning|(660.0;690.0]";"Gourmet_Shop|Friday|afternoon|(840.0;870.0]";;;;1;Cluster-19
U-689;223;"Airport|Friday|morning|(660.0;690.0]";"Gourmet_Shop|Friday|afternoon|(840.0;870.0]";;;;1;Cluster-19
U-689;233;"Airport|Friday|morning|(660.0;690.0]";"Gourmet_Shop|Friday|afternoon|(840.0;870.0]";;;;1;Cluster-19
U-689;229;"Airport|Friday|morning|(660.0;690.0]";"Gourmet_Shop|Friday|afternoon|(840.0;870.0]";;;;1;Cluster-19
U-689;226;"Airport|Friday|morning|(660.0;690.0]";"Gourmet_Shop|Friday|afternoon|(840.0;870.0]";;;;1;Cluster-19
U-689;252;"Nightclub|Thursday|night|(1230.0;1260.0]";"Nightclub|Thursday|night|(1320.0;1350.0]";;;;1;Cluster-20
U-689;250;"Nightclub|Thursday|night|(1230.0;1260.0]";"Nightclub|Thursday|night|(1320.0;1350.0]";;;;1;Cluster-20
U-689;251;"Nightclub|Thursday|night|(1230.0;1260.0]";"Nightclub|Thursday|night|(1320.0;1350.0]";;;;1;Cluster-20
U-689;232;"Nightclub|Thursday|night|(1230.0;1260.0]";"Nightclub|Thursday|night|(1320.0;1350.0]";;;;1;Cluster-20
U-689;246;"Nightclub|Thursday|night|(1230.0;1260.0]";"Nightclub|Thursday|night|(1320.0;1350.0]";;;;1;Cluster-20
U-689;226;"Nightclub|Thursday|night|(1230.0;1260.0]";"Nightclub|Thursday|night|(1320.0;1350.0]";;;;1;Cluster-20
