lvl1;lvl2;lvl3;lvl4;lvl5;count;cluster
U-N;1591;G;C;T;1;Cluster-1
U-N;1997;G;C;T;1;Cluster-1
U-N;2135;G;C;T;1;Cluster-1
U-N;2208;G;C;T;1;Cluster-1
U-N;3073;G;C;T;1;Cluster-1
U-N;2840;G;C;T;1;Cluster-1
U-N;3015;G;C;T;1;Cluster-1
U-N;1874;G;C;T;1;Cluster-1
U-N;1626;G;C;T;1;Cluster-1
U-IE;1421;G;C;T;1;Cluster-1
U-IE;1472;G;C;T;1;Cluster-1
U-IE;1414;G;C;T;1;Cluster-1
U-EI;413;G;C;T;1;Cluster-1
U-EI;167;G;C;T;1;Cluster-1
U-N;2753;G;C;T;1;Cluster-1
U-IE;870;G;C;T;1;Cluster-1
U-N;2671;G;C;T;1;Cluster-1
U-N;2201;G;C;T;1;Cluster-1
U-IE;1216;G;C;T;1;Cluster-1
U-EI;90;G;C;T;1;Cluster-1
U-IE;1068;G;C;T;1;Cluster-1
U-N;2056;G;C;T;1;Cluster-1
U-EI;159;G;C;T;1;Cluster-1
U-N;2594;G;C;T;1;Cluster-1
U-EI;311;G;C;T;1;Cluster-1
U-IE;1335;G;C;T;1;Cluster-1
U-IE;1347;G;C;T;1;Cluster-1
U-N;2633;G;C;T;1;Cluster-1
U-IE;1254;G;C;T;1;Cluster-1
U-N;1766;G;C;T;1;Cluster-1
U-N;2161;G;C;T;1;Cluster-1
U-N;2549;G;C;T;1;Cluster-1
U-N;3150;G;C;T;1;Cluster-1
U-N;2469;G;C;T;1;Cluster-1
U-EI;251;G;C;T;1;Cluster-1
U-EI;742;G;C;T;1;Cluster-1
U-N;2068;G;C;T;1;Cluster-1
U-IE;1156;G;C;T;1;Cluster-1
U-N;1579;G;C;T;1;Cluster-1
U-IE;979;G;C;T;1;Cluster-1
U-EI;508;G;C;T;1;Cluster-1
U-IE;822;G;C;T;1;Cluster-1
U-N;3081;G;C;T;1;Cluster-1
U-EI;35;G;C;T;1;Cluster-1
U-IE;1208;G;C;T;1;Cluster-1
U-N;1748;G;C;T;1;Cluster-1
U-EI;398;G;C;T;1;Cluster-1
U-IE;1348;G;C;T;1;Cluster-1
U-N;2956;G;C;T;1;Cluster-1
U-EI;0;G;C;T;1;Cluster-1
U-N;1872;G;C;T;1;Cluster-1
U-N;3172;G;C;T;1;Cluster-1
U-N;2692;G;C;T;1;Cluster-1
U-IE;999;G;C;T;1;Cluster-1
U-IE;1041;G;C;T;1;Cluster-1
U-N;1866;G;C;T;1;Cluster-1
U-N;2345;G;C;T;1;Cluster-1
U-N;2678;G;C;T;1;Cluster-1
U-EI;503;G;C;T;1;Cluster-1
U-EI;207;G;C;T;1;Cluster-1
U-IE;1375;G;C;T;1;Cluster-1
U-IE;776;G;C;T;1;Cluster-1
U-IE;1176;G;C;T;1;Cluster-1
U-N;2293;G;C;T;1;Cluster-1
U-N;2500;G;C;T;1;Cluster-1
U-N;2047;G;C;T;1;Cluster-1
U-N;2027;G;C;T;1;Cluster-1
U-IE;1251;G;C;T;1;Cluster-1
U-IE;1318;G;C;T;1;Cluster-1
U-EI;13;G;C;T;1;Cluster-1
U-IE;1395;G;C;T;1;Cluster-1
U-IE;1494;G;C;T;1;Cluster-1
U-IE;1097;G;C;T;1;Cluster-1
U-EI;152;G;C;T;1;Cluster-1
U-EI;195;G;C;T;1;Cluster-1
U-N;2240;G;C;T;1;Cluster-1
U-EI;404;G;C;T;1;Cluster-1
U-N;2382;G;C;T;1;Cluster-1
U-IE;1219;G;C;T;1;Cluster-1
U-N;3186;G;C;T;1;Cluster-1
U-EI;685;G;C;T;1;Cluster-1
U-N;1917;G;C;T;1;Cluster-1
U-N;3104;G;C;T;1;Cluster-1
U-EI;133;G;C;T;1;Cluster-1
U-N;3179;G;C;T;1;Cluster-1
U-EI;141;G;C;T;1;Cluster-1
U-EI;643;G;C;T;1;Cluster-1
U-EI;29;G;C;T;1;Cluster-1
U-N;3059;G;C;T;1;Cluster-1
U-IE;781;G;C;T;1;Cluster-1
U-EI;642;G;C;T;1;Cluster-1
U-N;3013;G;C;T;1;Cluster-1
U-IE;892;G;C;T;1;Cluster-1
U-IE;996;G;C;T;1;Cluster-1
U-N;2691;G;C;T;1;Cluster-1
U-N;3012;G;C;T;1;Cluster-1
U-N;2008;G;C;T;1;Cluster-1
U-N;2328;G;C;T;1;Cluster-1
U-IE;1378;G;C;T;1;Cluster-1
U-N;2467;G;C;T;1;Cluster-1
U-IE;953;G;C;T;1;Cluster-1
U-N;2237;G;C;T;1;Cluster-1
U-N;1952;G;C;T;1;Cluster-1
U-N;3106;G;C;T;1;Cluster-1
U-N;2132;G;C;T;1;Cluster-1
U-IE;1230;G;C;T;1;Cluster-1
U-N;2221;G;C;T;1;Cluster-1
U-IE;918;G;C;T;1;Cluster-1
U-N;3109;G;C;T;1;Cluster-1
U-IE;1261;G;C;T;1;Cluster-1
U-N;2961;G;C;T;1;Cluster-1
U-N;3148;G;C;T;1;Cluster-1
U-IE;1020;G;C;T;1;Cluster-1
U-N;2475;G;C;T;1;Cluster-1
U-N;2664;G;C;T;1;Cluster-1
U-EI;400;G;C;T;1;Cluster-1
U-N;2921;G;C;T;1;Cluster-1
U-N;2033;G;C;T;1;Cluster-1
U-EI;92;G;C;T;1;Cluster-1
U-EI;238;G;C;T;1;Cluster-1
U-EI;688;G;C;T;1;Cluster-1
U-N;2657;G;C;T;1;Cluster-1
U-N;2897;G;C;T;1;Cluster-1
U-EI;669;G;C;T;1;Cluster-1
U-IE;1432;G;C;T;1;Cluster-1
U-N;2137;G;C;T;1;Cluster-1
U-IE;864;G;C;T;1;Cluster-1
U-N;2656;G;C;T;1;Cluster-1
U-N;2089;G;C;T;1;Cluster-1
U-IE;876;G;C;T;1;Cluster-1
U-IE;865;G;C;T;1;Cluster-1
U-N;3117;G;C;T;1;Cluster-1
U-IE;819;G;C;T;1;Cluster-1
U-IE;1475;G;C;T;1;Cluster-1
U-N;3184;G;C;T;1;Cluster-1
U-N;2188;G;C;T;1;Cluster-1
U-N;2313;G;C;T;1;Cluster-1
U-N;3062;G;C;T;1;Cluster-1
U-IE;1374;G;C;T;1;Cluster-1
U-EI;49;G;C;T;1;Cluster-1
U-IE;1040;G;C;T;1;Cluster-1
U-EI;518;G;C;T;1;Cluster-1
U-IE;1122;G;C;T;1;Cluster-1
U-N;2886;G;C;T;1;Cluster-1
U-N;2459;G;C;T;1;Cluster-1
U-N;2494;G;C;T;1;Cluster-1
U-EI;204;G;C;T;1;Cluster-1
U-IE;920;G;C;T;1;Cluster-1
U-IE;1286;G;C;T;1;Cluster-1
U-IE;1418;G;C;T;1;Cluster-1
U-N;2829;G;C;T;1;Cluster-1
U-N;2585;G;C;T;1;Cluster-1
U-IE;997;G;C;T;1;Cluster-1
U-EI;211;G;C;T;1;Cluster-1
U-EI;677;G;C;T;1;Cluster-1
U-N;2318;G;C;T;1;Cluster-1
U-N;2377;G;C;T;1;Cluster-1
U-IE;1419;G;C;T;1;Cluster-1
U-IE;1507;G;C;T;1;Cluster-1
U-N;2856;G;C;T;1;Cluster-1
U-N;1724;G;C;T;1;Cluster-1
U-N;2262;G;C;T;1;Cluster-1
U-N;2559;G;C;T;1;Cluster-1
U-N;1847;G;C;T;1;Cluster-1
U-IE;1324;G;C;T;1;Cluster-1
U-N;1704;G;C;T;1;Cluster-1
U-IE;1353;G;C;T;1;Cluster-1
U-N;2750;G;C;T;1;Cluster-1
U-IE;1250;G;C;T;1;Cluster-1
U-EI;636;G;C;T;1;Cluster-1
U-IE;1293;G;C;T;1;Cluster-1
U-N;2716;G;C;T;1;Cluster-1
U-EI;695;G;C;T;1;Cluster-1
U-N;2567;G;C;T;1;Cluster-1
U-N;1718;G;C;T;1;Cluster-1
U-N;3054;G;C;T;1;Cluster-1
U-N;2766;G;C;T;1;Cluster-1
U-N;2099;G;C;T;1;Cluster-1
U-N;2824;G;C;T;1;Cluster-1
U-N;1671;G;C;T;1;Cluster-1
U-N;2329;G;C;T;1;Cluster-1
U-N;1674;G;C;T;1;Cluster-1
U-N;2821;G;C;T;1;Cluster-1
U-IE;837;G;C;T;1;Cluster-1
U-N;2939;G;C;T;1;Cluster-1
U-EI;718;G;C;T;1;Cluster-1
U-N;2637;G;C;T;1;Cluster-1
U-N;2762;G;C;T;1;Cluster-1
U-N;2273;G;C;T;1;Cluster-1
U-N;2987;G;C;T;1;Cluster-1
U-IE;1181;G;C;T;1;Cluster-1
U-EI;329;G;C;T;1;Cluster-1
U-EI;216;G;C;T;1;Cluster-1
U-N;2260;G;C;T;1;Cluster-1
U-EI;660;G;C;T;1;Cluster-1
U-IE;801;G;C;T;1;Cluster-1
U-IE;893;G;C;T;1;Cluster-1
U-EI;365;G;C;T;1;Cluster-1
U-N;2577;G;C;T;1;Cluster-1
U-EI;4;G;C;T;1;Cluster-1
U-N;2763;G;C;T;1;Cluster-1
U-IE;1510;G;C;T;1;Cluster-1
U-EI;568;G;C;T;1;Cluster-1
U-N;1862;G;C;T;1;Cluster-1
U-N;2685;G;C;T;1;Cluster-1
U-IE;1478;G;C;T;1;Cluster-1
U-EI;437;G;C;T;1;Cluster-1
U-EI;737;G;C;T;1;Cluster-1
U-EI;445;G;C;T;1;Cluster-1
U-N;2402;G;C;T;1;Cluster-1
U-EI;512;G;C;T;1;Cluster-1
U-EI;323;G;C;T;1;Cluster-1
U-N;2028;G;C;T;1;Cluster-1
U-N;3090;G;C;T;1;Cluster-1
U-N;2727;G;C;T;1;Cluster-1
U-N;3158;G;C;T;1;Cluster-1
U-N;2959;G;C;T;1;Cluster-1
U-IE;1484;G;C;T;1;Cluster-1
U-IE;978;G;C;T;1;Cluster-1
U-N;2967;G;C;T;1;Cluster-1
U-IE;1113;G;C;T;1;Cluster-1
U-N;3159;G;C;T;1;Cluster-1
U-EI;401;G;C;T;1;Cluster-1
U-N;2124;G;C;T;1;Cluster-1
U-N;1750;G;C;T;1;Cluster-1
U-IE;1096;G;C;T;1;Cluster-1
U-IE;1360;G;C;T;1;Cluster-1
U-EI;308;G;C;T;1;Cluster-1
U-IE;1289;G;C;T;1;Cluster-1
U-IE;1457;G;C;T;1;Cluster-1
U-EI;477;G;C;T;1;Cluster-1
U-N;1586;G;C;T;1;Cluster-1
U-N;1669;G;C;T;1;Cluster-1
U-EI;340;G;C;T;1;Cluster-1
U-IE;1159;G;C;T;1;Cluster-1
U-EI;666;G;C;T;1;Cluster-1
U-N;3029;G;C;T;1;Cluster-1
U-N;1889;G;C;T;1;Cluster-1
U-EI;354;G;C;T;1;Cluster-1
U-N;2787;G;C;T;1;Cluster-1
U-EI;733;G;C;T;1;Cluster-1
U-IE;808;G;C;T;1;Cluster-1
U-N;2477;G;C;T;1;Cluster-1
U-N;1887;G;C;T;1;Cluster-1
U-N;2598;G;C;T;1;Cluster-1
U-N;2116;G;C;T;1;Cluster-1
U-N;2464;G;C;T;1;Cluster-1
U-N;2670;G;C;T;1;Cluster-1
U-EI;716;G;C;T;1;Cluster-1
U-N;1752;G;C;T;1;Cluster-1
U-N;1570;G;C;T;1;Cluster-1
U-N;3052;G;C;T;1;Cluster-1
U-IE;835;G;C;T;1;Cluster-1
U-N;1960;G;C;T;1;Cluster-1
U-EI;516;G;C;T;1;Cluster-1
U-EI;574;G;C;T;1;Cluster-1
U-N;2659;G;C;T;1;Cluster-1
U-N;2513;G;C;T;1;Cluster-1
U-N;2780;G;C;T;1;Cluster-1
U-N;3008;G;C;T;1;Cluster-1
U-N;1658;G;C;T;1;Cluster-1
U-N;2145;G;C;T;1;Cluster-1
U-EI;579;G;C;T;1;Cluster-1
U-N;3167;G;C;T;1;Cluster-1
U-N;2808;G;C;T;1;Cluster-1
U-N;2613;G;C;T;1;Cluster-1
U-EI;456;G;C;T;1;Cluster-1
U-N;2209;G;C;T;1;Cluster-1
U-N;2875;G;C;T;1;Cluster-1
U-N;1901;G;C;T;1;Cluster-1
U-EI;744;G;C;T;1;Cluster-1
U-IE;1437;G;C;T;1;Cluster-1
U-N;1615;G;C;T;1;Cluster-1
U-N;1693;G;C;T;1;Cluster-1
U-EI;14;G;C;T;1;Cluster-1
U-IE;1400;G;C;T;1;Cluster-1
U-EI;242;G;C;T;1;Cluster-1
U-EI;402;G;C;T;1;Cluster-1
U-N;2695;G;C;T;1;Cluster-1
U-N;2983;G;C;T;1;Cluster-1
U-N;3110;G;C;T;1;Cluster-1
U-IE;813;G;C;T;1;Cluster-1
U-IE;966;G;C;T;1;Cluster-1
U-N;2365;G;C;T;1;Cluster-1
U-EI;244;G;C;T;1;Cluster-1
U-N;2098;G;C;T;1;Cluster-1
U-N;1907;G;C;T;1;Cluster-1
U-N;3007;G;C;T;1;Cluster-1
U-N;2086;G;C;T;1;Cluster-1
U-IE;1142;G;C;T;1;Cluster-1
U-N;2953;G;C;T;1;Cluster-1
U-IE;1155;G;C;T;1;Cluster-1
U-IE;1512;G;C;T;1;Cluster-1
U-EI;448;G;C;T;1;Cluster-1
U-EI;233;G;C;T;1;Cluster-1
U-EI;466;G;C;T;1;Cluster-1
U-N;2207;G;C;T;1;Cluster-1
U-N;2781;G;C;T;1;Cluster-1
U-N;2386;G;C;T;1;Cluster-1
U-EI;350;G;C;T;1;Cluster-1
U-IE;961;G;C;T;1;Cluster-1
U-N;2429;G;C;T;1;Cluster-1
U-EI;221;G;C;T;1;Cluster-1
U-N;2317;G;C;T;1;Cluster-1
U-IE;1525;G;C;T;1;Cluster-1
U-N;2556;G;C;T;1;Cluster-1
U-IE;1160;G;C;T;1;Cluster-1
U-N;1682;G;C;T;1;Cluster-1
U-N;1697;G;C;T;1;Cluster-1
U-IE;862;G;C;T;1;Cluster-1
U-N;2403;G;C;T;1;Cluster-1
U-N;2612;G;C;T;1;Cluster-1
U-IE;1352;G;C;T;1;Cluster-1
U-N;2928;G;C;T;1;Cluster-1
U-N;1945;G;C;T;1;Cluster-1
U-IE;896;G;C;T;1;Cluster-1
U-IE;1111;G;C;T;1;Cluster-1
U-N;1735;G;C;T;1;Cluster-1
U-IE;1169;G;C;T;1;Cluster-1
U-N;1619;G;C;T;1;Cluster-1
U-IE;775;G;C;T;1;Cluster-1
U-N;2860;G;C;T;1;Cluster-1
U-EI;532;G;C;T;1;Cluster-1
U-N;1942;G;C;T;1;Cluster-1
U-N;1794;G;C;T;1;Cluster-1
U-IE;1008;G;C;T;1;Cluster-1
U-EI;444;G;C;T;1;Cluster-1
U-N;2741;G;C;T;1;Cluster-1
U-EI;381;G;C;T;1;Cluster-1
U-IE;1150;G;C;T;1;Cluster-1
U-EI;330;G;C;T;1;Cluster-1
U-IE;1345;G;C;T;1;Cluster-1
U-IE;1071;G;C;T;1;Cluster-1
U-IE;856;G;C;T;1;Cluster-1
U-N;2183;G;C;T;1;Cluster-1
U-N;1578;G;C;T;1;Cluster-1
U-EI;17;G;C;T;1;Cluster-1
U-N;1994;G;C;T;1;Cluster-1
U-IE;944;G;C;T;1;Cluster-1
U-N;2381;G;C;T;1;Cluster-1
U-N;2672;G;C;T;1;Cluster-1
U-N;2673;G;C;T;1;Cluster-1
U-N;3102;G;C;T;1;Cluster-1
U-N;2564;G;C;T;1;Cluster-1
U-N;1812;G;C;T;1;Cluster-1
U-N;2168;G;C;T;1;Cluster-1
U-IE;849;G;C;T;1;Cluster-1
U-EI;125;G;C;T;1;Cluster-1
U-N;2058;G;C;T;1;Cluster-1
U-IE;1240;G;C;T;1;Cluster-1
U-EI;265;G;C;T;1;Cluster-1
U-N;2011;G;C;T;1;Cluster-1
U-N;2689;G;C;T;1;Cluster-1
U-EI;543;G;C;T;1;Cluster-1
U-EI;397;G;C;T;1;Cluster-1
U-IE;1123;G;C;T;1;Cluster-1
U-N;1837;G;C;T;1;Cluster-1
U-N;2060;G;C;T;1;Cluster-1
U-EI;644;G;C;T;1;Cluster-1
U-EI;604;G;C;T;1;Cluster-1
U-IE;1134;G;C;T;1;Cluster-1
U-EI;338;G;C;T;1;Cluster-1
U-EI;569;G;C;T;1;Cluster-1
U-IE;800;G;C;T;1;Cluster-1
U-IE;834;G;C;T;1;Cluster-1
U-EI;32;G;C;T;1;Cluster-1
U-EI;653;G;C;T;1;Cluster-1
U-N;2326;G;C;T;1;Cluster-1
U-IE;1070;G;C;T;1;Cluster-1
U-IE;1045;G;C;T;1;Cluster-1
U-IE;1203;G;C;T;1;Cluster-1
U-IE;1363;G;C;T;1;Cluster-1
U-EI;95;G;C;T;1;Cluster-1
U-N;3182;G;C;T;1;Cluster-1
U-N;1585;G;C;T;1;Cluster-1
U-IE;1519;G;C;T;1;Cluster-1
U-N;2980;G;C;T;1;Cluster-1
U-N;2451;G;C;T;1;Cluster-1
U-N;2004;G;C;T;1;Cluster-1
U-EI;325;G;C;T;1;Cluster-1
U-N;1827;G;C;T;1;Cluster-1
U-N;2078;G;C;T;1;Cluster-1
U-EI;566;G;C;T;1;Cluster-1
U-EI;500;G;C;T;1;Cluster-1
U-N;2419;G;C;T;1;Cluster-1
U-N;2599;G;C;T;1;Cluster-1
U-IE;994;G;C;T;1;Cluster-1
U-N;1563;G;C;T;1;Cluster-1
U-N;2253;G;C;T;1;Cluster-1
U-N;2881;G;C;T;1;Cluster-1
U-IE;1238;G;C;T;1;Cluster-1
U-N;2682;G;C;T;1;Cluster-1
U-N;1575;G;C;T;1;Cluster-1
U-EI;38;G;C;T;1;Cluster-1
U-EI;160;G;C;T;1;Cluster-1
U-N;2461;G;C;T;1;Cluster-1
U-N;2481;G;C;T;1;Cluster-1
U-N;1965;G;C;T;1;Cluster-1
U-EI;145;G;C;T;1;Cluster-1
U-EI;462;G;C;T;1;Cluster-1
U-N;2338;G;C;T;1;Cluster-1
U-N;1969;G;C;T;1;Cluster-1
U-IE;986;G;C;T;1;Cluster-1
U-N;2389;G;C;T;1;Cluster-1
U-IE;952;G;C;T;1;Cluster-1
U-IE;1073;G;C;T;1;Cluster-1
U-EI;687;G;C;T;1;Cluster-1
U-N;2960;G;C;T;1;Cluster-1
U-N;2592;G;C;T;1;Cluster-1
U-N;1773;G;C;T;1;Cluster-1
U-N;2902;G;C;T;1;Cluster-1
U-N;3091;G;C;T;1;Cluster-1
U-IE;902;G;C;T;1;Cluster-1
U-N;2536;G;C;T;1;Cluster-1
U-N;1802;G;C;T;1;Cluster-1
U-N;2655;G;C;T;1;Cluster-1
U-N;2589;G;C;T;1;Cluster-1
U-N;2052;G;C;T;1;Cluster-1
U-N;2173;G;C;T;1;Cluster-1
U-N;2940;G;C;T;1;Cluster-1
U-N;3140;G;C;T;1;Cluster-1
U-N;1698;G;C;T;1;Cluster-1
U-N;2992;G;C;T;1;Cluster-1
U-N;3108;G;C;T;1;Cluster-1
U-IE;1175;G;C;T;1;Cluster-1
U-EI;268;G;C;T;1;Cluster-1
U-N;2150;G;C;T;1;Cluster-1
U-N;1873;G;C;T;1;Cluster-1
U-IE;1215;G;C;T;1;Cluster-1
U-N;2131;G;C;T;1;Cluster-1
U-N;1691;G;C;T;1;Cluster-1
U-N;1871;G;C;T;1;Cluster-1
U-N;2485;G;C;T;1;Cluster-1
U-IE;1081;G;C;T;1;Cluster-1
U-IE;1282;G;C;T;1;Cluster-1
U-EI;142;G;C;T;1;Cluster-1
U-IE;1064;G;C;T;1;Cluster-1
U-IE;1291;G;C;T;1;Cluster-1
U-N;2662;G;C;T;1;Cluster-1
U-N;2976;G;C;T;1;Cluster-1
U-IE;969;G;C;T;1;Cluster-1
U-N;3080;G;C;T;1;Cluster-1
U-N;2997;G;C;T;1;Cluster-1
U-EI;522;G;C;T;1;Cluster-1
U-N;2061;G;C;T;1;Cluster-1
U-IE;814;G;C;T;1;Cluster-1
U-N;1705;G;C;T;1;Cluster-1
U-EI;698;G;C;T;1;Cluster-1
U-IE;897;G;C;T;1;Cluster-1
U-EI;735;G;C;T;1;Cluster-1
U-EI;130;G;C;T;1;Cluster-1
U-EI;149;G;C;T;1;Cluster-1
U-N;2463;G;C;T;1;Cluster-1
U-N;3018;G;C;T;1;Cluster-1
U-N;2502;G;C;T;1;Cluster-1
U-EI;53;G;C;T;1;Cluster-1
U-EI;157;G;C;T;1;Cluster-1
U-N;2067;G;C;T;1;Cluster-1
U-IE;802;G;C;T;1;Cluster-1
U-N;2614;G;C;T;1;Cluster-1
U-N;3063;G;C;T;1;Cluster-1
U-N;1540;G;C;T;1;Cluster-1
U-N;1979;G;C;T;1;Cluster-1
U-N;2225;G;C;T;1;Cluster-1
U-EI;447;G;C;T;1;Cluster-1
U-N;2696;G;C;T;1;Cluster-1
U-EI;206;G;C;T;1;Cluster-1
U-EI;640;G;C;T;1;Cluster-1
U-N;3127;G;C;T;1;Cluster-1
U-EI;704;G;C;T;1;Cluster-1
U-N;2327;G;C;T;1;Cluster-1
U-N;2647;G;C;T;1;Cluster-1
U-IE;1301;G;C;T;1;Cluster-1
U-N;1685;G;C;T;1;Cluster-1
U-N;2367;G;C;T;1;Cluster-1
U-N;3093;G;C;T;1;Cluster-1
U-EI;324;G;C;T;1;Cluster-1
U-IE;1089;G;C;T;1;Cluster-1
U-N;2030;G;C;T;1;Cluster-1
U-N;2576;G;C;T;1;Cluster-1
U-N;1660;G;C;T;1;Cluster-1
U-IE;832;G;C;T;1;Cluster-1
U-N;2525;G;C;T;1;Cluster-1
U-N;1963;G;C;T;1;Cluster-1
U-EI;314;G;C;T;1;Cluster-1
U-N;3114;G;C;T;1;Cluster-1
U-N;2384;G;C;T;1;Cluster-1
U-N;2298;G;C;T;1;Cluster-1
U-N;1943;G;C;T;1;Cluster-1
U-IE;1019;G;C;T;1;Cluster-1
U-N;2091;G;C;T;1;Cluster-1
U-N;3135;G;C;T;1;Cluster-1
U-N;3095;G;C;T;1;Cluster-1
U-N;2191;G;C;T;1;Cluster-1
U-IE;1511;G;C;T;1;Cluster-1
U-N;2001;G;C;T;1;Cluster-1
U-N;1909;G;C;T;1;Cluster-1
U-N;2712;G;C;T;1;Cluster-1
U-EI;751;G;C;T;1;Cluster-1
U-IE;1023;G;C;T;1;Cluster-1
U-N;2845;G;C;T;1;Cluster-1
U-EI;672;G;C;T;1;Cluster-1
U-IE;1305;G;C;T;1;Cluster-1
U-N;2246;G;C;T;1;Cluster-1
U-IE;972;G;C;T;1;Cluster-1
U-IE;1076;G;C;T;1;Cluster-1
U-IE;1087;G;C;T;1;Cluster-1
U-N;2142;G;C;T;1;Cluster-1
U-N;1573;G;C;T;1;Cluster-1
U-EI;396;G;C;T;1;Cluster-1
U-N;1767;G;C;T;1;Cluster-1
U-IE;1449;G;C;T;1;Cluster-1
U-IE;840;G;C;T;1;Cluster-1
U-EI;267;G;C;T;1;Cluster-1
U-N;1776;G;C;T;1;Cluster-1
U-N;1927;G;C;T;1;Cluster-1
U-IE;1077;G;C;T;1;Cluster-1
U-IE;1138;G;C;T;1;Cluster-1
U-IE;1442;G;C;T;1;Cluster-1
U-EI;585;G;C;T;1;Cluster-1
U-EI;762;G;C;T;1;Cluster-1
U-N;1940;G;C;T;1;Cluster-1
U-N;2958;G;C;T;1;Cluster-1
U-N;2136;G;C;T;1;Cluster-1
U-EI;389;G;C;T;1;Cluster-1
U-N;1799;G;C;T;1;Cluster-1
U-IE;1383;G;C;T;1;Cluster-1
U-N;3017;G;C;T;1;Cluster-1
U-IE;1236;G;C;T;1;Cluster-1
U-N;2024;G;C;T;1;Cluster-1
U-N;2811;G;C;T;1;Cluster-1
U-EI;554;G;C;T;1;Cluster-1
U-IE;1173;G;C;T;1;Cluster-1
U-EI;537;G;C;T;1;Cluster-1
U-IE;942;G;C;T;1;Cluster-1
U-N;1536;G;C;T;1;Cluster-1
U-N;2046;G;C;T;1;Cluster-1
U-IE;1165;G;C;T;1;Cluster-1
U-IE;795;G;C;T;1;Cluster-1
U-IE;1247;G;C;T;1;Cluster-1
U-EI;386;G;C;T;1;Cluster-1
U-N;2532;G;C;T;1;Cluster-1
U-IE;788;G;C;T;1;Cluster-1
U-N;2574;G;C;T;1;Cluster-1
U-IE;854;G;C;T;1;Cluster-1
U-N;2107;G;C;T;1;Cluster-1
U-IE;1471;G;C;T;1;Cluster-1
U-N;2065;G;C;T;1;Cluster-1
U-IE;1244;G;C;T;1;Cluster-1
U-N;1967;G;C;T;1;Cluster-1
U-N;2452;G;C;T;1;Cluster-1
U-EI;363;G;C;T;1;Cluster-1
U-IE;1361;G;C;T;1;Cluster-1
U-N;2037;G;C;T;1;Cluster-1
U-EI;78;G;C;T;1;Cluster-1
U-EI;648;G;C;T;1;Cluster-1
U-EI;181;G;C;T;1;Cluster-1
U-N;1657;G;C;T;1;Cluster-1
U-EI;332;G;C;T;1;Cluster-1
U-N;1621;G;C;T;1;Cluster-1
U-EI;312;G;C;T;1;Cluster-1
U-N;2127;G;C;T;1;Cluster-1
U-IE;939;G;C;T;1;Cluster-1
U-N;2242;G;C;T;1;Cluster-1
U-EI;710;G;C;T;1;Cluster-1
U-N;2088;G;C;T;1;Cluster-1
U-N;2895;G;C;T;1;Cluster-1
U-N;3057;G;C;T;1;Cluster-1
U-N;1734;G;C;T;1;Cluster-1
U-N;2409;G;C;T;1;Cluster-1
U-N;1924;G;C;T;1;Cluster-1
U-EI;678;G;C;T;1;Cluster-1
U-N;1559;G;C;T;1;Cluster-1
U-EI;481;G;C;T;1;Cluster-1
U-IE;1095;G;C;T;1;Cluster-1
U-IE;785;G;C;T;1;Cluster-1
U-EI;357;G;C;T;1;Cluster-1
U-N;1576;G;C;T;1;Cluster-1
U-EI;64;G;C;T;1;Cluster-1
U-N;2702;G;C;T;1;Cluster-1
