lvl1;lvl2;lvl3;lvl4;lvl5;count;cluster
U-754;2285;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-34;81;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-754;2275;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-439;1215;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-344;864;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-881;2551;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-184;544;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-531;1558;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-617;1750;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-1029;3000;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-439;1199;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-371;1010;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-1016;2950;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-531;1552;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-582;1636;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-432;1183;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-750;2250;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-448;1285;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-734;2159;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-188;609;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-943;2814;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-673;1955;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-891;2637;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-750;2242;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-82;232;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-529;1545;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-943;2820;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-702;2036;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-643;1838;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-65;130;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-95;317;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-816;2409;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-527;1524;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-752;2258;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-635;1801;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-596;1717;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-596;1719;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-440;1222;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-484;1393;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-439;1201;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-928;2761;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-95;315;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-474;1354;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-742;2194;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-842;2497;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-6;7;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-82;238;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-734;2173;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-901;2672;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-531;1553;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-943;2813;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-439;1213;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-754;2277;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-754;2293;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-69;152;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-25;70;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-527;1512;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-439;1202;Home_(private)|Saturday;Home_(private)|Sunday;;1;Cluster-1
U-484;1389;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-951;2835;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-928;2752;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-95;332;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-702;2042;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-440;1229;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-138;412;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-445;1264;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-635;1797;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-754;2296;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-484;1399;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-928;2758;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-521;1503;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-976;2866;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-976;2868;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-702;2044;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-763;2311;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-928;2756;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-138;403;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-344;870;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-474;1357;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-928;2747;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-138;407;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-754;2288;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-754;2294;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-928;2764;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-484;1385;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-763;2312;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-885;2594;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-928;2744;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-754;2290;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-702;2041;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-763;2309;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-484;1380;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-763;2307;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-484;1392;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-484;1386;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-702;2056;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-484;1396;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-484;1384;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-928;2746;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-1047;3030;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-718;2095;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-754;2298;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-885;2584;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-635;1796;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-885;2611;Home_(private)|Monday;Metro_Station|Tuesday;;1;Cluster-2
U-951;2827;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;743;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;742;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-819;2425;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2824;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2828;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-928;2751;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2831;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-484;1399;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-495;1435;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-440;1227;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-344;865;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-120;374;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-742;2184;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2834;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;777;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2822;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-144;424;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-440;1223;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-742;2183;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;746;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;740;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;747;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-69;144;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-440;1228;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-84;255;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-440;1222;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-484;1393;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-754;2297;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-95;325;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-445;1263;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-440;1226;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-474;1359;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-440;1220;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-1017;2965;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-120;373;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-84;258;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-319;845;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-702;2039;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-474;1355;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-138;408;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-120;372;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;753;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-440;1224;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2823;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-718;2095;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2825;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2826;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-742;2185;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-951;2833;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-754;2298;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-885;2584;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-976;2864;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-293;748;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-750;2236;Home_(private)|Friday;Metro_Station|Friday;;1;Cluster-3
U-188;603;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-527;1519;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-734;2160;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-439;1210;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-834;2476;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-951;2824;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-69;151;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-439;1218;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-943;2811;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-951;2822;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-589;1664;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-901;2685;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-891;2639;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-461;1323;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-34;91;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-69;144;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-440;1228;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-527;1514;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-660;1913;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-439;1204;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-95;311;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-643;1839;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-734;2164;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-319;841;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-95;314;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-371;1008;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-589;1670;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-533;1571;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-531;1554;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-531;1559;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-34;84;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-593;1681;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-69;143;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-742;2202;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-236;653;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-643;1841;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-531;1558;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-673;1941;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-432;1180;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-877;2546;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-371;1010;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-82;224;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-531;1552;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-589;1673;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-734;2166;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-474;1362;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-432;1183;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-617;1741;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-371;1009;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-901;2681;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-527;1517;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-891;2637;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-319;840;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-646;1868;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-371;1005;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-834;2468;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-440;1232;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-371;1007;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-439;1201;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-95;315;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-976;2870;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-617;1749;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-65;137;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-344;874;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-734;2162;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-881;2563;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-734;2170;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-742;2191;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-734;2161;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-531;1553;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-877;2539;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-531;1557;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-474;1361;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-754;2293;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-891;2631;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-943;2812;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-881;2562;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-267;708;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-976;2880;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-69;149;Home_(private)|Monday;Home_(private)|Tuesday;;1;Cluster-4
U-885;2606;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-344;867;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-181;511;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-70;168;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-354;932;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-521;1496;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-181;521;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-70;172;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-181;517;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-138;410;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-928;2762;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-181;520;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-81;208;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-181;516;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-992;2927;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-144;419;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-885;2605;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-521;1498;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-81;204;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-181;518;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-702;2040;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-412;1137;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-181;512;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-928;2743;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-702;2038;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-521;1495;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-81;206;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-885;2613;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-521;1492;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-445;1257;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-344;875;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-70;162;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-819;2431;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-753;2274;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-521;1491;Metro_Station|Monday;Metro_Station|Tuesday;;1;Cluster-5
U-834;2479;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-673;1945;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-120;375;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-842;2494;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-734;2160;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-34;98;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-901;2674;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-754;2280;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-371;1003;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-432;1179;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-65;133;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-439;1203;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-484;1395;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-1016;2955;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-154;449;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-154;453;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-943;2805;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-842;2489;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-69;150;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-144;417;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-1016;2943;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-527;1513;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-754;2289;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-527;1514;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-928;2744;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-439;1204;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-527;1515;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-734;2164;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-742;2192;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-635;1793;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-928;2760;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-1016;2948;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
U-82;223;Home_(private)|Friday;Home_(private)|Saturday;;1;Cluster-6
