new_tid;tid;lat_lon;time;day;poi;type;root_type;rating;weather;label
1;5185;40.9653558300157 -74.0628550805032;819;Monday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
1;5185;40.9654169422336 -74.0628837642180;883;Monday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9653687333333 -74.0628322500000;944;Monday;Bacari Grill;American Restaurant;Food;8.8;Clouds;185
1;5185;40.9652203988281 -74.0630558664160;1037;Monday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clouds;185
1;5185;40.9658102677880 -74.0676060318947;1278;Monday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clear;185
1;5185;40.9653678786740 -74.0628034498054;1374;Monday;Starbucks;Coffee Shop;Food;7.4;Clouds;185
1;5185;40.9681100152221 -74.0593871873551;1397;Monday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Clouds;185
1;5185;40.9654169833333 -74.0629196833333;589;Tuesday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
1;5185;40.9653379500000 -74.0628079000000;674;Tuesday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9489233795369 -74.0697218377730;800;Tuesday;US Post Office;Post Office;Professional & Other Places;-1.0;Clouds;185
1;5185;40.9677860000000 -74.0736896833333;1023;Tuesday;King Pizza;Pizza Place;Food;6.8;Clouds;185
1;5185;40.9678838008820 -74.0736972148597;1055;Tuesday;Lashful;Building;Professional & Other Places;-1.0;Clouds;185
1;5185;40.9539817500000 -74.0724310833333;1110;Tuesday;Eton Medical Group;Doctor's Office;Professional & Other Places;-1.0;Clouds;185
1;5185;40.9654169422336 -74.0628837642180;1138;Tuesday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9645718001334 -74.0664339065552;1415;Tuesday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
1;5185;40.9653678786740 -74.0628034498054;9;Wednesday;Starbucks;Coffee Shop;Food;7.4;Clear;185
1;5185;40.9658102677880 -74.0676060318947;50;Wednesday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clear;185
1;5185;40.9652146058743 -74.0683794837726;104;Wednesday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
1;5185;40.9653558300157 -74.0628550805032;560;Wednesday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9653379500000 -74.0628079000000;735;Wednesday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9652146058743 -74.0683794837726;820;Wednesday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
1;5185;40.9653219428021 -74.0628034498054;864;Wednesday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
1;5185;40.9653550190346 -74.0628321335281;895;Wednesday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
1;5185;40.9653687333333 -74.0628322500000;931;Wednesday;Bacari Grill;American Restaurant;Food;8.8;Clouds;185
1;5185;40.9654169422336 -74.0628837642180;1132;Wednesday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9681100152221 -74.0593871873551;1215;Wednesday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Clouds;185
1;5185;40.9658102677880 -74.0676060318947;4;Thursday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clouds;185
1;5185;40.9653558300157 -74.0628550805032;473;Thursday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
1;5185;40.9652740963563 -74.0626887148712;552;Thursday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clear;185
1;5185;40.9481665166667 -74.0684251500000;931;Thursday;Sunoco;Gas Station;Shop & Service;6.1;Clouds;185
1;5185;40.9599859369998 -74.0671633257678;976;Thursday;Bonefish Grill;Seafood Restaurant;Food;7.6;Clouds;185
1;5185;40.9653379500000 -74.0628079000000;1017;Thursday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9653219428021 -74.0628034498054;1065;Thursday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
1;5185;40.9654169422336 -74.0628837642180;1201;Thursday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9655087500000 -74.0628835833333;1260;Thursday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
1;5185;40.9653287788182 -74.0629239214116;1330;Thursday;nanas :);American Restaurant;Food;-1.0;Clouds;185
1;5185;40.9653310333333 -74.0627049000000;1406;Thursday;BPIT Softball BBQ;Restaurant;Food;-1.0;Clouds;185
1;5185;40.9653219428021 -74.0628034498054;472;Friday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
1;5185;40.9653558300157 -74.0628550805032;524;Friday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
1;5185;40.9653287788182 -74.0629239214116;589;Friday;nanas :);American Restaurant;Food;-1.0;Clear;185
1;5185;40.9653379500000 -74.0628079000000;643;Friday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
1;5185;40.9653687333333 -74.0628322500000;735;Friday;Bacari Grill;American Restaurant;Food;8.8;Clear;185
1;5185;40.9653550190346 -74.0628321335281;920;Friday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
1;5185;40.9654169422336 -74.0628837642180;960;Friday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
1;5185;40.9655087500000 -74.0628835833333;1014;Friday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
1;5185;40.9489233795369 -74.0697218377730;1059;Friday;US Post Office;Post Office;Professional & Other Places;-1.0;Clear;185
1;5185;40.9458639177958 -74.0200197210753;1078;Friday;Lieto Italia Ristorante;Italian Restaurant;Food;7.4;Clear;185
1;5185;40.9472402363375 -74.0205763098046;1118;Friday;Big Jims;Pizza Place;Food;7.9;Clear;185
1;5185;40.9483265346466 -74.0697677300490;1152;Friday;Chase Bank;Bank;Shop & Service;7.1;Clear;185
1;5185;40.9658102677880 -74.0676060318947;1258;Friday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clear;185
1;5185;40.9652146058743 -74.0683794837726;1295;Friday;AT&T;Office;Professional & Other Places;-1.0;Clear;185
1;5185;40.9653678786740 -74.0628034498054;503;Saturday;Starbucks;Coffee Shop;Food;7.4;Clear;185
1;5185;40.9653558300157 -74.0628550805032;559;Saturday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
1;5185;40.9489233795369 -74.0697218377730;748;Saturday;US Post Office;Post Office;Professional & Other Places;-1.0;Clear;185
1;5185;40.9481665166667 -74.0684251500000;768;Saturday;Sunoco;Gas Station;Shop & Service;6.1;Clear;185
1;5185;40.9653687333333 -74.0628322500000;897;Saturday;Bacari Grill;American Restaurant;Food;8.8;Clear;185
1;5185;40.9653550190346 -74.0628321335281;930;Saturday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
1;5185;40.9653287788182 -74.0629239214116;1011;Saturday;nanas :);American Restaurant;Food;-1.0;Clear;185
1;5185;40.9654169422336 -74.0628837642180;1045;Saturday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
1;5185;40.9654169833333 -74.0629196833333;1098;Saturday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
1;5185;40.9653219428021 -74.0628034498054;1130;Saturday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
1;5185;40.9654169422336 -74.0628837642180;1221;Saturday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9653582000000 -74.0628322333333;1336;Saturday;Isabel's AMAZING Kitchen;Cuban Restaurant;Food;-1.0;Clouds;185
1;5185;40.9658102677880 -74.0676060318947;1370;Saturday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Rain;185
1;5185;40.9652146058743 -74.0683794837726;1421;Saturday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
1;5185;40.9653310333333 -74.0627049000000;17;Sunday;BPIT Softball BBQ;Restaurant;Food;-1.0;Clouds;185
1;5185;40.9652740963563 -74.0626887148712;503;Sunday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clouds;185
1;5185;40.9681100152221 -74.0593871873551;571;Sunday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Clouds;185
1;5185;40.9653287788182 -74.0629239214116;612;Sunday;nanas :);American Restaurant;Food;-1.0;Clouds;185
1;5185;40.9653379500000 -74.0628079000000;649;Sunday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
1;5185;40.9653219428021 -74.0628034498054;825;Sunday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
1;5185;40.9654169833333 -74.0629196833333;858;Sunday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
1;5185;40.9653550190346 -74.0628321335281;890;Sunday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
1;5185;40.9654169422336 -74.0628837642180;971;Sunday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
1;5185;40.9483265346466 -74.0697677300490;1064;Sunday;Chase Bank;Bank;Shop & Service;7.1;Clear;185
1;5185;40.9677860000000 -74.0736896833333;1076;Sunday;King Pizza;Pizza Place;Food;6.8;Clear;185
2;5186;40.9653287788182 -74.0629239214116;479;Monday;nanas :);American Restaurant;Food;-1.0;Clear;185
2;5186;40.9653550190346 -74.0628321335281;511;Monday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
2;5186;40.9092315552197 -74.1024287266699;879;Monday;UPS;Post Office;Professional & Other Places;-1.0;Clear;185
2;5186;40.9653287788182 -74.0629239214116;448;Tuesday;nanas :);American Restaurant;Food;-1.0;Clear;185
2;5186;40.9653558300157 -74.0628550805032;491;Tuesday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
2;5186;40.9654169422336 -74.0628837642180;539;Tuesday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
2;5186;40.9652203988281 -74.0630558664160;590;Tuesday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clear;185
2;5186;40.9489233795369 -74.0697218377730;1019;Tuesday;US Post Office;Post Office;Professional & Other Places;-1.0;Clear;185
2;5186;40.9677860000000 -74.0736896833333;1056;Tuesday;King Pizza;Pizza Place;Food;6.8;Clear;185
2;5186;40.9653379500000 -74.0628079000000;1331;Tuesday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
2;5186;40.9653219428021 -74.0628034498054;1369;Tuesday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
2;5186;40.9654169422336 -74.0628837642180;548;Wednesday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
2;5186;40.9654169833333 -74.0629196833333;633;Wednesday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clear;185
2;5186;40.9655087500000 -74.0628835833333;697;Wednesday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
2;5186;40.9189820000000 -74.0692290000000;723;Wednesday;Panzica;Doctor's Office;Professional & Other Places;-1.0;Clear;185
2;5186;40.9268071531500 -74.0686089466701;757;Wednesday;Paramus Recycling Center;Government Building;Professional & Other Places;-1.0;Clear;185
2;5186;40.9677860000000 -74.0736896833333;790;Wednesday;King Pizza;Pizza Place;Food;6.8;Clear;185
2;5186;40.9653687333333 -74.0628322500000;847;Wednesday;Bacari Grill;American Restaurant;Food;8.8;Clouds;185
2;5186;40.9653219428021 -74.0628034498054;880;Wednesday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
2;5186;40.9652740963563 -74.0626887148712;1172;Wednesday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clouds;185
2;5186;40.9653678786740 -74.0628034498054;1250;Wednesday;Starbucks;Coffee Shop;Food;7.4;Clouds;185
2;5186;40.9681100152221 -74.0593871873551;1288;Wednesday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Clouds;185
2;5186;40.9653310333333 -74.0627049000000;1391;Wednesday;BPIT Softball BBQ;Restaurant;Food;-1.0;Clouds;185
2;5186;40.9645718001334 -74.0664339065552;1405;Wednesday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Rain;185
2;5186;40.9653582000000 -74.0628322333333;364;Thursday;Isabel's AMAZING Kitchen;Cuban Restaurant;Food;-1.0;Clouds;185
2;5186;40.9646218431031 -74.0678574546435;466;Thursday;AT&T;Office;Professional & Other Places;-1.0;Fog;185
2;5186;40.9680314876872 -74.0636811697517;549;Thursday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
2;5186;40.9653550190346 -74.0628321335281;581;Thursday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
2;5186;40.9654169422336 -74.0628837642180;613;Thursday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
2;5186;40.9658102677880 -74.0676060318947;660;Thursday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Clear;185
2;5186;40.9653219428021 -74.0628034498054;980;Thursday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
2;5186;40.9655087500000 -74.0628835833333;1056;Thursday;Four Seasons;Hotel;Travel & Transport;-1.0;Clear;185
2;5186;40.9645718001334 -74.0664339065552;1132;Thursday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Clear;185
2;5186;40.9483265346466 -74.0697677300490;1179;Thursday;Chase Bank;Bank;Shop & Service;7.1;Clear;185
2;5186;40.9599859369998 -74.0671633257678;1400;Thursday;Bonefish Grill;Seafood Restaurant;Food;7.6;Clear;185
2;5186;40.9653678786740 -74.0628034498054;66;Friday;Starbucks;Coffee Shop;Food;7.4;Clear;185
2;5186;40.9588310093963 -74.0593957926276;101;Friday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clear;185
2;5186;40.9680314876872 -74.0636811697517;434;Friday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
2;5186;40.9653550190346 -74.0628321335281;472;Friday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clear;185
2;5186;40.9654169422336 -74.0628837642180;549;Friday;my bed;Strip Club;Nightlife Spot;-1.0;Clear;185
2;5186;40.9044390000000 -74.1028430000000;815;Friday;Dunkin Donuts;Donut Shop;Food;7.4;Clouds;185
2;5186;40.9653379500000 -74.0628079000000;895;Friday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clouds;185
2;5186;40.9653219428021 -74.0628034498054;934;Friday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
2;5186;40.9653687333333 -74.0628322500000;992;Friday;Bacari Grill;American Restaurant;Food;8.8;Clouds;185
2;5186;40.9655087500000 -74.0628835833333;1055;Friday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
2;5186;40.9654169833333 -74.0629196833333;1062;Friday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
2;5186;40.9653287788182 -74.0629239214116;1435;Friday;nanas :);American Restaurant;Food;-1.0;Clouds;185
2;5186;40.9680314876872 -74.0636811697517;491;Saturday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
2;5186;40.9653550190346 -74.0628321335281;535;Saturday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
2;5186;40.9654169422336 -74.0628837642180;569;Saturday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
2;5186;40.9653310333333 -74.0627049000000;688;Saturday;BPIT Softball BBQ;Restaurant;Food;-1.0;Clear;185
2;5186;40.9483265346466 -74.0697677300490;738;Saturday;Chase Bank;Bank;Shop & Service;7.1;Clear;185
2;5186;40.9489233795369 -74.0697218377730;755;Saturday;US Post Office;Post Office;Professional & Other Places;-1.0;Clear;185
2;5186;40.9588310093963 -74.0593957926276;885;Saturday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Clouds;185
2;5186;40.9653379500000 -74.0628079000000;918;Saturday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
2;5186;40.9653687333333 -74.0628322500000;963;Saturday;Bacari Grill;American Restaurant;Food;8.8;Clear;185
2;5186;40.9268071531500 -74.0686089466701;1184;Saturday;Paramus Recycling Center;Government Building;Professional & Other Places;-1.0;Clear;185
2;5186;40.9328062550792 -74.0711545944214;1223;Saturday;Starbucks;Coffee Shop;Food;7.7;Clear;185
2;5186;40.9140963330662 -74.0582370758057;1255;Saturday;QDOBA Mexican Eats;Mexican Restaurant;Food;6.4;Clear;185
2;5186;40.9041560726231 -74.0622871420537;1304;Saturday;Oak Ale House Restaurant;Sports Bar;Nightlife Spot;6.4;Clear;185
2;5186;40.9189820000000 -74.0692290000000;1318;Saturday;Panzica;Doctor's Office;Professional & Other Places;-1.0;Clouds;185
2;5186;40.9655087500000 -74.0628835833333;1390;Saturday;Four Seasons;Hotel;Travel & Transport;-1.0;Rain;185
2;5186;40.9653219428021 -74.0628034498054;1421;Saturday;YJCC;Music Venue;Arts & Entertainment;-1.0;Rain;185
2;5186;40.9603189694253 -74.0677369861784;1437;Saturday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Rain;185
2;5186;40.9680314876872 -74.0636811697517;443;Sunday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
2;5186;40.9653550190346 -74.0628321335281;561;Sunday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
2;5186;40.9654169422336 -74.0628837642180;596;Sunday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
2;5186;40.9655087500000 -74.0628835833333;870;Sunday;Four Seasons;Hotel;Travel & Transport;-1.0;Rain;185
2;5186;40.9653379500000 -74.0628079000000;1033;Sunday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Rain;185
2;5186;40.9677860000000 -74.0736896833333;1065;Sunday;King Pizza;Pizza Place;Food;6.8;Rain;185
2;5186;40.9588310093963 -74.0593957926276;1179;Sunday;Bergen County Vocational High School;High School;Professional & Other Places;-1.0;Rain;185
2;5186;40.9646218431031 -74.0678574546435;1244;Sunday;AT&T;Office;Professional & Other Places;-1.0;Rain;185
2;5186;40.9658102677880 -74.0676060318947;1300;Sunday;Parkway Elementary School;Elementary School;Professional & Other Places;-1.0;Rain;185
2;5186;40.9603189694253 -74.0677369861784;1334;Sunday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Rain;185
2;5186;40.9645718001334 -74.0664339065552;1396;Sunday;Garden State Parkway Park & Ride;Bus Line;Travel & Transport;-1.0;Rain;185
2;5186;40.9681100152221 -74.0593871873551;1414;Sunday;My uncomfortable shitty bed :(;Home (private);Residence;-1.0;Rain;185
3;5187;40.9653582000000 -74.0628322333333;41;Monday;Isabel's AMAZING Kitchen;Cuban Restaurant;Food;-1.0;Rain;185
3;5187;40.9680314876872 -74.0636811697517;394;Monday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
3;5187;40.8691765879671 -74.0489487041541;1014;Monday;Law Offices Of Barbara DeMar;Meeting Room;Professional & Other Places;-1.0;Clouds;185
3;5187;40.9654169422336 -74.0628837642180;1078;Monday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
3;5187;40.9646218431031 -74.0678574546435;1112;Monday;AT&T;Office;Professional & Other Places;-1.0;Clouds;185
3;5187;40.9603189694253 -74.0677369861784;1151;Monday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clouds;185
3;5187;40.9653550190346 -74.0628321335281;1229;Monday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
3;5187;40.9654169833333 -74.0629196833333;1408;Monday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
3;5187;40.9655087500000 -74.0628835833333;13;Tuesday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
3;5187;40.9653287788182 -74.0629239214116;69;Tuesday;nanas :);American Restaurant;Food;-1.0;Clouds;185
3;5187;40.9653219428021 -74.0628034498054;128;Tuesday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clouds;185
3;5187;40.9680314876872 -74.0636811697517;463;Tuesday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clouds;185
3;5187;40.9653550190346 -74.0628321335281;593;Tuesday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
3;5187;40.9653379500000 -74.0628079000000;637;Tuesday;The Hang Out;Other Nightlife;Nightlife Spot;-1.0;Clear;185
3;5187;40.9653219428021 -74.0628034498054;673;Tuesday;YJCC;Music Venue;Arts & Entertainment;-1.0;Clear;185
3;5187;40.9655087500000 -74.0628835833333;707;Tuesday;Four Seasons;Hotel;Travel & Transport;-1.0;Clouds;185
3;5187;40.9654169833333 -74.0629196833333;753;Tuesday;Gardner Field;Park;Outdoors & Recreation;-1.0;Clouds;185
3;5187;40.9654169422336 -74.0628837642180;786;Tuesday;my bed;Strip Club;Nightlife Spot;-1.0;Clouds;185
3;5187;40.9603189694253 -74.0677369861784;876;Tuesday;Crowne Plaza Paramus;Hotel;Travel & Transport;-1.0;Clouds;185
3;5187;40.9539114471440 -74.0221083549308;932;Tuesday;United Water!;Building;Professional & Other Places;-1.0;Clouds;185
3;5187;40.9457006776087 -74.0166285113716;1015;Tuesday;Big Jims;Pizza Place;Food;7.9;Clouds;185
3;5187;40.9456741611771 -74.0173572535645;1095;Tuesday;Quick Shop;Coffee Shop;Food;-1.0;Clouds;185
3;5187;40.9489233795369 -74.0697218377730;1127;Tuesday;US Post Office;Post Office;Professional & Other Places;-1.0;Clouds;185
3;5187;40.9680314876872 -74.0636811697517;397;Wednesday;The Bush Hideout;Speakeasy;Nightlife Spot;-1.0;Clear;185
3;5187;40.9653287788182 -74.0629239214116;489;Wednesday;nanas :);American Restaurant;Food;-1.0;Clear;185
3;5187;40.9653550190346 -74.0628321335281;560;Wednesday;The Bush Hot Tub :);Pool;Outdoors & Recreation;-1.0;Clouds;185
